frame,id,x,y,z
1576,0,0.430715,1.173422,-0.517448
1577,0,0.431106,1.173330,-0.517761
1578,0,0.429709,1.173506,-0.516517
1579,0,0.427770,1.174252,-0.514685
1580,0,0.428533,1.174574,-0.515356
1581,0,0.428203,1.174533,-0.515121
1582,0,0.429732,1.174892,-0.516593
1583,0,0.429890,1.174949,-0.516944
1584,0,0.431086,1.174851,-0.518136
1585,0,0.429757,1.174749,-0.517360
1586,0,0.430445,1.174568,-0.518043
1587,0,0.430912,1.174144,-0.518335
1588,0,0.431451,1.173753,-0.518860
1589,0,0.431257,1.173372,-0.518587
1590,0,0.430312,1.173381,-0.517757
1591,0,0.428469,1.173106,-0.516132
1592,0,0.427598,1.173114,-0.515399
1593,0,0.427684,1.173030,-0.515420
1594,0,0.427045,1.173344,-0.514445
1595,0,0.427462,1.173438,-0.514481
1596,0,0.427341,1.173793,-0.514121
1597,0,0.428084,1.174076,-0.514676
1598,0,0.428071,1.174379,-0.514606
1599,0,0.428446,1.174461,-0.514912
1600,0,0.429173,1.174503,-0.515598
1601,0,0.429489,1.174420,-0.516109
1602,0,0.428851,1.174571,-0.515804
1603,0,0.429644,1.174497,-0.516468
1604,0,0.429604,1.174447,-0.516501
1605,0,0.429814,1.174395,-0.516894
1606,0,0.430328,1.174250,-0.517527
1607,0,0.430656,1.174217,-0.517992
1608,0,0.430212,1.173954,-0.517548
1609,0,0.429130,1.173900,-0.516901
1610,0,0.428906,1.173749,-0.516749
1611,0,0.427807,1.173619,-0.515910
1612,0,0.428473,1.172967,-0.516278
1613,0,0.428872,1.172728,-0.516332
1614,0,0.430779,1.172490,-0.517758
1615,0,0.430178,1.173827,-0.517304
1616,0,0.431905,1.173436,-0.518479
1617,0,0.431907,1.173375,-0.518458
1618,0,0.430774,1.173424,-0.517599
1619,0,0.429183,1.173555,-0.516311
1620,0,0.428684,1.173740,-0.515809
1621,0,0.428771,1.173792,-0.515804
1622,0,0.428835,1.174047,-0.515685
1623,0,0.428853,1.174355,-0.515721
1624,0,0.427937,1.174584,-0.515216
1625,0,0.426980,1.174465,-0.514480
1626,0,0.428003,1.174508,-0.515390
1627,0,0.428692,1.174712,-0.515976
1628,0,0.429101,1.174933,-0.516500
1629,0,0.429505,1.174764,-0.516929
1630,0,0.429630,1.174701,-0.517236
1631,0,0.430193,1.174730,-0.517739
1632,0,0.429675,1.174605,-0.517559
1633,0,1.965361,-0.434770,-1.149373
1634,0,0.429552,1.174125,-0.517352
1635,0,0.430078,1.173778,-0.517793
1636,0,0.428301,1.173805,-0.516268
1637,0,0.427899,1.173772,-0.515853
1638,0,0.428191,1.173709,-0.516235
1639,0,0.428016,1.173783,-0.515990
1640,0,0.426834,1.174037,-0.515028
1641,0,0.426544,1.173974,-0.514608
1642,0,0.427349,1.173841,-0.515205
1643,0,0.426804,1.173932,-0.514814
1644,0,0.427621,1.174276,-0.515443
1645,0,0.427492,1.174297,-0.515486
1646,0,0.428401,1.174052,-0.516164
1647,0,0.427547,1.174202,-0.515638
1648,0,0.427609,1.174234,-0.515659
1649,0,0.427258,1.173998,-0.515389
1650,0,0.427252,1.173870,-0.515303
1651,0,0.426497,1.174143,-0.514742
1652,0,0.426742,1.174306,-0.515193
1653,0,0.427540,1.174150,-0.515889
1654,0,0.428842,1.174227,-0.516750
1655,0,0.428782,1.174273,-0.516782
1656,0,0.429400,1.174150,-0.517270
1657,0,0.429210,1.174221,-0.517096
1658,0,0.428634,1.173997,-0.516613
1659,0,0.429073,1.174012,-0.517074
1660,0,0.429864,1.173828,-0.517684
1661,0,0.428774,1.173800,-0.516631
1662,0,0.428033,1.173779,-0.515998
1663,0,0.428379,1.173892,-0.516135
1664,0,0.428422,1.173681,-0.516394
1665,0,0.428432,1.173757,-0.516474
1666,0,0.427410,1.173682,-0.515532
1667,0,0.428628,1.174383,-0.516556
1668,0,0.428217,1.173873,-0.516511
1669,0,0.427456,1.174581,-0.515956
1670,0,0.428601,1.174264,-0.516681
1671,0,0.428072,1.174459,-0.516331
1672,0,0.427469,1.174365,-0.516087
1673,0,0.429187,1.174061,-0.517363
1674,0,0.428425,1.174056,-0.516796
1675,0,0.429255,1.174142,-0.517180
1676,0,0.429649,1.173994,-0.517711
1677,0,0.429015,1.174047,-0.516950
1678,0,0.429995,1.173761,-0.517957
1679,0,0.427871,1.174084,-0.516160
1680,0,0.427051,1.174186,-0.515546
1681,0,0.427795,1.174144,-0.516172
1682,0,0.427097,1.174251,-0.515420
1683,0,0.425613,1.174307,-0.514231
1684,0,0.428262,1.174307,-0.516204
1685,0,0.427052,1.174296,-0.515435
1686,0,0.428615,1.174538,-0.516784
1687,0,0.428414,1.174479,-0.516436
1688,0,0.428391,1.174472,-0.516523
1689,0,0.429439,1.174340,-0.517233
1690,0,0.429187,1.174065,-0.517097
1691,0,0.429196,1.174089,-0.517073
1692,0,0.428500,1.174163,-0.516694
1693,0,0.427579,1.174140,-0.515866
1694,0,0.428602,1.173899,-0.516619
1695,0,0.427504,1.173999,-0.515817
1696,0,0.427465,1.174135,-0.515813
1697,0,0.426700,1.174103,-0.515203
1698,0,0.426197,1.174333,-0.514688
1699,0,0.427153,1.174027,-0.515637
1700,0,0.426088,1.174198,-0.514679
1701,0,0.427249,1.174185,-0.515444
1702,0,0.427593,1.174196,-0.515918
1703,0,0.426554,1.174303,-0.515063
1704,0,0.426758,1.174053,-0.515261
1705,0,0.427401,1.174159,-0.515784
1706,0,0.426373,1.174339,-0.514895
1707,0,0.428494,1.174306,-0.516590
1708,0,0.427486,1.174414,-0.515873
1709,0,0.427798,1.174379,-0.516110
1710,0,0.428603,1.174444,-0.516593
1711,0,0.430535,1.174027,-0.517979
1712,0,0.429412,1.173773,-0.517136
1713,0,0.429020,1.173939,-0.516976
1714,0,0.429521,1.173843,-0.517277
1715,0,0.429291,1.173825,-0.517071
1716,0,0.429519,1.174608,-0.517248
1717,0,0.429922,1.174499,-0.517416
1718,0,0.429465,1.173474,-0.517180
1719,0,0.428488,1.174473,-0.516490
1720,0,0.428943,1.174358,-0.516813
1721,0,0.427655,1.174533,-0.515646
1722,0,0.427844,1.174331,-0.515797
1723,0,0.427884,1.174277,-0.515929
1724,0,0.428751,1.174151,-0.516264
1725,0,0.429286,1.173910,-0.516900
1726,0,0.428983,1.173946,-0.516698
1727,0,0.429088,1.173834,-0.516540
1728,0,0.429742,1.173760,-0.517035
1729,0,0.429938,1.173588,-0.517259
1730,0,0.430820,1.173492,-0.517843
1731,0,0.429484,1.173659,-0.516739
1732,0,0.430014,1.173558,-0.517199
1733,0,0.428754,1.173726,-0.516084
1734,0,0.429446,1.173848,-0.516565
1735,0,0.428110,1.173792,-0.515440
1736,0,0.428761,1.173991,-0.516060
1737,0,0.428388,1.174052,-0.515606
1738,0,0.429153,1.174005,-0.516177
1739,0,0.430239,1.173914,-0.517019
1740,0,0.430687,1.173825,-0.517507
1741,0,0.427210,1.174372,-0.514845
1742,0,0.427858,1.174160,-0.515283
1743,0,0.427403,1.174131,-0.514993
1744,0,0.427414,1.174389,-0.515167
1745,0,0.427388,1.174505,-0.515126
1746,0,0.428095,1.174698,-0.515810
1747,0,0.428530,1.174801,-0.516142
1748,0,0.428337,1.175030,-0.516081
1749,0,0.428547,1.174986,-0.516314
1750,0,0.428221,1.174972,-0.516194
1751,0,0.428381,1.174867,-0.516153
1752,0,0.429215,1.175014,-0.516832
1753,0,1.937240,-0.343331,-1.265742
1754,0,0.429695,1.174677,-0.517427
1755,0,0.429121,1.174645,-0.517027
1756,0,0.428105,1.174491,-0.516052
1757,0,0.427959,1.174403,-0.515969
1758,0,0.428505,1.174397,-0.516379
1759,0,0.428918,1.174087,-0.516580
1760,0,0.429024,1.174060,-0.516656
1761,0,0.428500,1.173972,-0.516238
1762,0,0.427633,1.173958,-0.515554
1763,0,0.428044,1.173898,-0.515839
1764,0,0.427816,1.173852,-0.515662
1765,0,0.427946,1.173948,-0.515518
1766,0,0.427759,1.174005,-0.515301
1767,0,0.427171,1.173934,-0.514712
1768,0,0.427524,1.174058,-0.515116
1769,0,0.427687,1.173969,-0.515164
1770,0,0.427511,1.173892,-0.515017
1771,0,0.427000,1.174187,-0.514552
1772,0,0.427163,1.174121,-0.514846
1773,0,0.427831,1.174132,-0.515345
1774,0,0.427037,1.174264,-0.514740
1775,0,0.426397,1.174438,-0.514153
1776,0,0.426964,1.174152,-0.514700
1777,0,0.426680,1.174323,-0.514686
1778,0,0.427572,1.174463,-0.515327
1779,0,0.427161,1.174303,-0.514941
1780,0,0.427258,1.174546,-0.515146
1781,0,0.427113,1.174507,-0.514992
1782,0,0.427118,1.174681,-0.515125
1783,0,0.427567,1.174448,-0.515248
1784,0,0.428086,1.174384,-0.515591
1785,0,0.426671,1.174543,-0.514871
1786,0,0.427292,1.174367,-0.515316
1787,0,0.426739,1.174514,-0.515006
1788,0,0.426544,1.174758,-0.514983
1789,0,0.428025,1.174632,-0.516170
1790,0,0.429201,1.174636,-0.517002
1791,0,0.429721,1.174402,-0.517204
1792,0,0.429460,1.174428,-0.517028
1793,0,0.429189,1.174292,-0.517042
1794,0,0.429158,1.174388,-0.517141
1795,0,0.428262,1.174387,-0.516391
1796,0,0.427236,1.174428,-0.515921
1797,0,0.428063,1.174424,-0.516617
1798,0,0.427674,1.174330,-0.516298
1799,0,0.428013,1.174207,-0.516461
1800,0,0.427167,1.174183,-0.515764
1801,0,0.427269,1.174084,-0.515836
1802,0,0.427054,1.174057,-0.515879
1803,0,0.428054,1.173796,-0.516393
1804,0,0.427343,1.173674,-0.515892
1805,0,0.427267,1.173639,-0.515871
1806,0,0.426445,1.173456,-0.515343
1807,0,0.427390,1.174655,-0.515991
1808,0,0.427644,1.174419,-0.515945
1809,0,0.427996,1.174266,-0.516118
1810,0,0.428435,1.174149,-0.516343
1811,0,0.429982,1.173913,-0.517179
1812,0,0.430269,1.173973,-0.517260
1813,0,0.431559,1.173613,-0.517889
1814,0,0.430476,1.173602,-0.517120
1815,0,0.430516,1.173656,-0.517125
1816,0,0.429458,1.173783,-0.516301
1817,0,0.428938,1.173828,-0.515683
1818,0,0.429895,1.174019,-0.516464
1819,0,0.428238,1.174174,-0.515070
1820,0,0.428814,1.173931,-0.515489
1821,0,0.428279,1.174207,-0.515199
1822,0,0.429223,1.174384,-0.515912
1823,0,0.428275,1.174581,-0.515273
1824,0,0.427489,1.174339,-0.514809
1825,0,0.427806,1.174539,-0.515111
1826,0,0.428065,1.174876,-0.515372
1827,0,0.428219,1.174919,-0.515455
1828,0,0.427505,1.174736,-0.515006
1829,0,0.428383,1.174779,-0.515762
1830,0,0.428358,1.174853,-0.515978
1831,0,0.428966,1.174852,-0.516455
1832,0,0.428952,1.174896,-0.516391
1833,0,0.428314,1.174864,-0.516151
1834,0,0.429762,1.174714,-0.517231
1835,0,0.429447,1.174751,-0.517151
1836,0,0.429368,1.174726,-0.517093
1837,0,0.429974,1.174603,-0.517358
1838,0,0.430395,1.174292,-0.517810
1839,0,0.430207,1.174336,-0.517472
1840,0,0.428988,1.174059,-0.516788
1841,0,0.427931,1.174049,-0.515774
1842,0,0.427506,1.173947,-0.515359
1843,0,0.426300,1.174003,-0.514474
1844,0,0.427238,1.173826,-0.514869
1845,0,0.427113,1.173664,-0.514797
1846,0,0.427318,1.173655,-0.514793
1847,0,0.426915,1.173695,-0.514378
1848,0,0.427000,1.173951,-0.514610
1849,0,0.427013,1.174152,-0.514424
1850,0,0.426956,1.174096,-0.514337
1851,0,0.425768,1.174368,-0.513219
1852,0,0.426577,1.174192,-0.513743
1853,0,0.427379,1.174206,-0.514589
1854,0,0.428060,1.174252,-0.515248
1855,0,0.427315,1.174438,-0.514690
1856,0,0.428817,1.174464,-0.515866
1857,0,0.428082,1.174496,-0.515446
1858,0,0.428147,1.174443,-0.515540
1859,0,0.427230,1.174734,-0.515138
1860,0,0.429096,1.174541,-0.516512
1861,0,0.428862,1.174631,-0.516501
1862,0,0.430038,1.174253,-0.517141
1863,0,0.429900,1.174363,-0.517297
1864,0,0.428954,1.174381,-0.516872
1865,0,0.428528,1.174285,-0.516532
1866,0,0.427165,1.174294,-0.515578
1867,0,0.428278,1.174171,-0.516387
1868,0,0.427895,1.174152,-0.516034
1869,0,0.426476,1.174065,-0.515224
1870,0,0.426271,1.173982,-0.515112
1871,0,0.426035,1.173936,-0.514907
1872,0,0.426792,1.173736,-0.515589
1873,0,0.427187,1.174971,-0.515672
1874,0,0.428582,1.173280,-0.516548
1875,0,0.430010,1.174264,-0.517573
1876,0,0.430777,1.174028,-0.517765
1877,0,0.430713,1.173855,-0.517542
1878,0,0.430807,1.173797,-0.517571
1879,0,0.430322,1.173801,-0.517278
1880,0,0.429475,1.173794,-0.516682
1881,0,0.429730,1.173668,-0.516739
1882,0,0.428287,1.174016,-0.515654
1883,0,0.428684,1.174037,-0.515754
1884,0,0.426492,1.174258,-0.514102
1885,0,0.428332,1.174238,-0.515414
1886,0,0.428041,1.174235,-0.515016
1887,0,0.428707,1.174712,-0.515830
1888,0,0.428161,1.174917,-0.515244
1889,0,0.428215,1.174848,-0.515570
1890,0,0.428222,1.174717,-0.515760
1891,0,0.428827,1.174856,-0.516189
1892,0,0.429975,1.175182,-0.517298
1893,0,0.431171,1.175073,-0.518308
1894,0,0.429937,1.174762,-0.517422
1895,0,0.429525,1.174637,-0.517079
1896,0,0.429555,1.174276,-0.517165
1897,0,0.429525,1.174073,-0.517151
1898,0,0.428723,1.173871,-0.516344
1899,0,0.427805,1.173726,-0.515564
1900,0,0.428264,1.173448,-0.515729
1901,0,0.428043,1.173313,-0.515151
1902,0,0.427841,1.173262,-0.514750
1903,0,0.427678,1.173281,-0.514412
1904,0,0.427352,1.173889,-0.513830
1905,0,0.427501,1.173908,-0.513955
1906,0,0.426741,1.174202,-0.513510
1907,0,0.427299,1.174605,-0.514015
1908,0,0.427982,1.174764,-0.514461
1909,0,0.429351,1.174609,-0.515402
1910,0,0.430931,1.174731,-0.516564
1911,0,0.432776,1.174603,-0.518076
1912,0,0.431889,1.174529,-0.517821
1913,0,0.432919,1.174360,-0.519008
1914,0,0.433635,1.174164,-0.519668
1915,0,0.432364,1.173999,-0.518979
1916,0,0.429769,1.175222,-0.517067
1917,0,0.428324,1.173942,-0.516385
1918,0,0.426354,1.174426,-0.515141
1919,0,0.426823,1.174487,-0.515357
1920,0,0.427614,1.175186,-0.515923
1921,0,0.428367,1.175117,-0.516556
1922,0,0.430408,1.174780,-0.517883
1923,0,0.432832,1.174632,-0.519504
1924,0,0.434231,1.174263,-0.520441
1925,0,0.430716,1.174555,-0.517819
1926,0,0.429248,1.174402,-0.516899
1927,0,0.429819,1.174332,-0.517222
1928,0,0.437273,1.173420,-0.521590
1929,0,0.439644,1.173145,-0.523422
1930,0,0.435289,1.173523,-0.520593
1931,0,0.428403,1.174406,-0.516425
1932,0,0.433952,1.172515,-0.521016
1968,0,-0.064836,1.186434,-0.690205
1969,0,-0.064812,1.186037,-0.689811
1970,0,-0.064485,1.187132,-0.691004
1971,0,-0.064094,1.188192,-0.693814
1972,0,-0.064385,1.186550,-0.689515
1973,0,-0.064248,1.186182,-0.689755
1974,0,-0.064241,1.186290,-0.690671
1975,0,-0.063844,1.186310,-0.690164
1976,0,-0.063677,1.187018,-0.689798
1977,0,-0.052075,1.191220,-0.711394
1978,0,-0.052692,1.190627,-0.709423
1979,0,-0.052875,1.190819,-0.711553
1980,0,-0.053026,1.190732,-0.713229
1981,0,-0.053133,1.190601,-0.712284
1982,0,-0.052913,1.190406,-0.711944
1983,0,-0.052717,1.190361,-0.708967
1984,0,-0.052470,1.190467,-0.709268
1985,0,-0.052212,1.190271,-0.709746
1986,0,-0.052041,1.191115,-0.712346
1987,0,-0.052403,1.190451,-0.710349
1988,0,-0.052361,1.190576,-0.710173
1989,0,-0.052348,1.190630,-0.710652
1990,0,-0.052386,1.190490,-0.709420
1991,0,-0.052406,1.190588,-0.708941
1992,0,-0.052407,1.190413,-0.710003
1993,0,-0.051756,1.190457,-0.711057
1994,0,-0.052232,1.190370,-0.710591
1995,0,-0.052039,1.190494,-0.712094
1996,0,-0.052378,1.190452,-0.709619
1997,0,-0.052146,1.190624,-0.710108
1998,0,-0.052206,1.190600,-0.710415
1999,0,-0.051999,1.190516,-0.711845
2000,0,-0.052392,1.190376,-0.709780
2001,0,-0.051859,1.190583,-0.712582
2002,0,-0.051842,1.190777,-0.710412
2003,0,-0.051765,1.190652,-0.712061
2004,0,-0.051361,1.190203,-0.715319
2005,0,-0.051708,1.190579,-0.711236
2006,0,-0.052130,1.190518,-0.711532
2007,0,-0.051411,1.190423,-0.711649
2008,0,-0.051570,1.190426,-0.714473
2009,0,-0.051555,1.190608,-0.711142
2010,0,-0.051619,1.190612,-0.711280
2011,0,-0.051263,1.190060,-0.713649
2012,0,-0.051487,1.190416,-0.710507
2013,0,-0.051381,1.190194,-0.711780
2014,0,-0.051952,1.190588,-0.710970
2015,0,-0.051708,1.190389,-0.711977
2016,0,-0.051710,1.190766,-0.709992
2017,0,-0.051410,1.190628,-0.711455
2018,0,-0.051489,1.190469,-0.711627
2019,0,-0.051603,1.190465,-0.710454
2020,0,-0.051517,1.190706,-0.711317
2021,0,-0.051214,1.190524,-0.712401
2022,0,-0.051528,1.190531,-0.713175
2023,0,-0.051700,1.190675,-0.711429
2024,0,-0.051631,1.190336,-0.712765
2025,0,-0.051623,1.190799,-0.711130
2026,0,-0.051333,1.190500,-0.713160
2027,0,-0.051481,1.190384,-0.712383
2028,0,-0.051539,1.190490,-0.711095
2029,0,-0.051453,1.190416,-0.710613
2030,0,-0.051403,1.190596,-0.712243
2031,0,-0.051158,1.190400,-0.715530
2032,0,-0.051680,1.190404,-0.711713
2033,0,-0.051696,1.189571,-0.712834
2034,0,-0.051424,1.189722,-0.714880
2035,0,-0.051470,1.189882,-0.713250
2036,0,-0.051957,1.190180,-0.711340
2037,0,-0.052175,1.190496,-0.710412
2038,0,-0.052857,1.190746,-0.714045
2039,0,-0.051621,1.190710,-0.721622
2040,0,-0.051066,1.191060,-0.722947
2041,0,-0.051431,1.191550,-0.714594
2042,0,-0.051943,1.191261,-0.711038
2043,0,-0.051358,1.190451,-0.715199
2044,0,-0.051238,1.189905,-0.720947
2045,0,-0.051273,1.189259,-0.727832
2046,0,-0.052198,1.189547,-0.721885
2047,0,-0.052918,1.189931,-0.717772
2048,0,-0.053411,1.190261,-0.712834
2049,0,-0.052776,1.191314,-0.712971
2050,0,-0.052045,1.191700,-0.715247
2051,0,-0.051338,1.192253,-0.716810
2052,0,-0.050829,1.192214,-0.717266
2053,0,-0.051563,1.191502,-0.712556
2054,0,-0.051192,1.190839,-0.714646
2055,0,-0.050662,1.189710,-0.717366
2056,0,-0.051439,1.189846,-0.714642
2057,0,-0.052361,1.189881,-0.710704
2058,0,-0.052634,1.189996,-0.709735
2059,0,-0.052860,1.190217,-0.710487
2060,0,-0.053100,1.190474,-0.708485
2061,0,-0.052113,1.190506,-0.715606
2062,0,-0.051527,1.190447,-0.719861
2063,0,-0.051662,1.191060,-0.721267
2064,0,-0.051330,1.191197,-0.720710
2065,0,-0.051120,1.190934,-0.719082
2066,0,-0.051118,1.190600,-0.717049
2067,0,-0.051342,1.190616,-0.713846
2068,0,-0.051783,1.190204,-0.711990
2069,0,-0.051530,1.189801,-0.718023
2070,0,-0.051654,1.189385,-0.723537
2071,0,-0.052056,1.189142,-0.725160
2072,0,-0.052787,1.189338,-0.719566
2073,0,-0.053137,1.189809,-0.717333
2074,0,-0.053687,1.190313,-0.712821
2075,0,-0.053388,1.191109,-0.713382
2076,0,-0.052840,1.191417,-0.714704
2077,0,-0.051447,1.191921,-0.718352
2078,0,-0.050982,1.191803,-0.718244
2079,0,-0.051036,1.191480,-0.714513
2080,0,-0.051040,1.191054,-0.715604
2081,0,-0.050275,1.189834,-0.720679
2082,0,-0.050768,1.189295,-0.716815
2083,0,-0.051579,1.189705,-0.713362
2084,0,-0.051904,1.189817,-0.712644
2085,0,-0.052180,1.190051,-0.709937
2086,0,-0.052129,1.190138,-0.712074
2087,0,-0.052323,1.190292,-0.711454
2088,0,-0.052454,1.190674,-0.710783
2089,0,-0.053765,1.190878,-0.711386
2090,0,-0.051932,1.190645,-0.714128
2091,0,-0.052331,1.190710,-0.708932
2092,0,-0.053002,1.190548,-0.709605
2093,0,-0.052661,1.190464,-0.711112
2094,0,-0.051929,1.190494,-0.712585
2095,0,-0.051809,1.190670,-0.709442
2096,0,-0.051399,1.190421,-0.710278
2097,0,-0.051235,1.190574,-0.708357
2098,0,-0.050737,1.190422,-0.709667
2099,0,-0.050796,1.190448,-0.709244
2100,0,-0.048893,1.190719,-0.710196
2101,0,-0.048887,1.191187,-0.712063
2102,0,-0.048446,1.190893,-0.717820
2103,0,-0.048369,1.191096,-0.719541
2104,0,-0.048247,1.191192,-0.724323
2105,0,-0.048919,1.191040,-0.723743
2106,0,-0.050408,1.191141,-0.718393
2107,0,-0.051055,1.190682,-0.715451
2108,0,-0.049972,1.189900,-0.719186
2109,0,-0.048735,1.189477,-0.723443
2110,0,-0.047097,1.189281,-0.729771
2111,0,-0.045371,1.188886,-0.729742
2112,0,-0.046394,1.189547,-0.714798
2113,0,-0.046016,1.190089,-0.715552
2114,0,-0.046386,1.190880,-0.713629
2115,0,-0.046491,1.191558,-0.716752
2116,0,-0.048365,1.192186,-0.718998
2117,0,-0.048625,1.192527,-0.722029
2118,0,-0.049743,1.192500,-0.722624
2119,0,-0.051008,1.192269,-0.714992
2120,0,-0.051452,1.191196,-0.710643
2121,0,-0.050844,1.189100,-0.715794
2122,0,-0.049579,1.189507,-0.714355
2123,0,-0.049180,1.189946,-0.709571
2124,0,-0.048822,1.190715,-0.707984
2125,0,-0.050040,1.190576,-0.710115
2126,0,-0.047846,1.191166,-0.716227
2127,0,-0.047694,1.190933,-0.720639
2128,0,-0.047799,1.190936,-0.723576
2129,0,-0.048436,1.190877,-0.723954
2130,0,-0.050147,1.191102,-0.718362
2131,0,-0.050865,1.190782,-0.715833
2132,0,-0.049236,1.189958,-0.722492
2133,0,-0.048029,1.189543,-0.726730
2134,0,-0.046354,1.189197,-0.733172
2135,0,-0.045499,1.188973,-0.729569
2136,0,-0.046441,1.189306,-0.719179
2137,0,-0.046886,1.190540,-0.712589
2138,0,-0.046706,1.191053,-0.714302
2139,0,-0.048359,1.192297,-0.721974
2140,0,-0.048727,1.192492,-0.724170
2141,0,-0.050378,1.192353,-0.719792
2142,0,-0.051292,1.191514,-0.714921
2143,0,-0.051772,1.191259,-0.709018
2144,0,-0.050974,1.190148,-0.714327
2145,0,-0.050478,1.190037,-0.713628
2146,0,-0.049900,1.190133,-0.710657
2147,0,-0.049705,1.190150,-0.710576
2148,0,-0.049292,1.190233,-0.710444
2149,0,-0.050540,1.190623,-0.710263
2150,0,-0.048901,1.191005,-0.713275
2151,0,-0.048859,1.190737,-0.716240
2152,0,-0.048989,1.190842,-0.719487
2153,0,-0.048899,1.190746,-0.723257
2154,0,-0.049386,1.190914,-0.723000
2155,0,-0.051277,1.191220,-0.714831
2156,0,-0.051825,1.191032,-0.711639
2157,0,-0.048710,1.189940,-0.727327
2158,0,-0.046865,1.189269,-0.732720
2159,0,-0.046586,1.189053,-0.731893
2160,0,-0.045594,1.188893,-0.729771
2161,0,-0.045775,1.188867,-0.726207
2162,0,-0.046692,1.190070,-0.713593
2163,0,-0.048541,1.191510,-0.714595
2164,0,-0.048739,1.192165,-0.718132
2165,0,-0.049162,1.192804,-0.723683
2166,0,-0.050323,1.192555,-0.721481
2167,0,-0.051468,1.191195,-0.713165
2168,0,-0.051395,1.190481,-0.711776
2169,0,-0.051112,1.189265,-0.714198
2170,0,-0.050878,1.189192,-0.712354
2171,0,-0.050079,1.189512,-0.710275
2172,0,-0.048246,1.190593,-0.707545
2173,0,-0.049240,1.190523,-0.708921
2174,0,-0.047803,1.191357,-0.707872
2175,0,-0.047839,1.191376,-0.712600
2176,0,-0.047610,1.191386,-0.717079
2177,0,-0.047605,1.191272,-0.721408
2178,0,-0.047734,1.191220,-0.724409
2179,0,-0.049360,1.191902,-0.721095
2180,0,-0.050713,1.191906,-0.716850
2181,0,-0.051308,1.191598,-0.715506
2182,0,-0.050728,1.190701,-0.718227
2183,0,-0.049258,1.190101,-0.724666
2184,0,-0.047990,1.189577,-0.729804
2185,0,-0.046449,1.188958,-0.731118
2186,0,-0.046610,1.189100,-0.721018
2187,0,-0.046739,1.189541,-0.713969
2188,0,-0.048822,1.191467,-0.714388
2189,0,-0.048634,1.192453,-0.720992
2190,0,-0.049509,1.192349,-0.723508
2191,0,-0.050692,1.191546,-0.721553
2192,0,-0.051269,1.190688,-0.714256
2193,0,-0.051268,1.189444,-0.714854
2194,0,-0.050666,1.189031,-0.714788
2195,0,-0.050163,1.188840,-0.713439
2196,0,-0.049937,1.190217,-0.707899
2197,0,-0.049714,1.190983,-0.709107
2198,0,-0.047770,1.191337,-0.716030
2199,0,-0.047930,1.191487,-0.718981
2200,0,-0.048022,1.191192,-0.723587
2201,0,-0.050051,1.191636,-0.719185
2202,0,-0.051884,1.191589,-0.711698
2203,0,-0.051274,1.190999,-0.716068
2204,0,-0.050895,1.190591,-0.718096
2205,0,-0.049086,1.189774,-0.726052
2206,0,-0.047662,1.189055,-0.733105
2207,0,-0.046251,1.188501,-0.733720
2208,0,-0.047838,1.188998,-0.727504
2209,0,-0.047379,1.189808,-0.712592
2210,0,-0.048769,1.191826,-0.716265
2211,0,-0.049020,1.192161,-0.719299
2212,0,-0.050070,1.192107,-0.723190
2213,0,-0.050913,1.191667,-0.721320
2214,0,-0.051394,1.191246,-0.718752
2215,0,-0.051195,1.189829,-0.712428
2216,0,-0.050668,1.188443,-0.714262
2217,0,-0.049841,1.189036,-0.710759
2218,0,-0.049396,1.189809,-0.708521
2219,0,-0.047794,1.190644,-0.709988
2220,0,-0.047370,1.191557,-0.715598
2221,0,-0.047424,1.191657,-0.718919
2222,0,-0.047513,1.191410,-0.722548
2223,0,-0.048545,1.191475,-0.722525
2224,0,-0.050440,1.192018,-0.716870
2225,0,-0.051507,1.191623,-0.714049
2226,0,-0.051294,1.191333,-0.716446
2227,0,-0.050010,1.189579,-0.724190
2228,0,-0.049827,1.190291,-0.726063
2229,0,-0.048378,1.189516,-0.731607
2230,0,-0.047600,1.189285,-0.733992
2231,0,-0.047317,1.188917,-0.727643
2232,0,-0.050304,1.190192,-0.710765
2233,0,-0.049904,1.190953,-0.713539
2234,0,-0.049930,1.191536,-0.716412
2235,0,-0.050150,1.191599,-0.717440
2236,0,-0.050863,1.191399,-0.719732
2237,0,-0.051226,1.191216,-0.717829
2238,0,-0.051894,1.191124,-0.711672
2239,0,-0.051102,1.188875,-0.715366
2240,0,-0.050754,1.189106,-0.714084
2241,0,-0.050764,1.189512,-0.711165
2242,0,-0.050666,1.190280,-0.707873
2243,0,-0.050291,1.190337,-0.709671
2244,0,-0.050129,1.190773,-0.710753
2245,0,-0.049952,1.191319,-0.713433
2246,0,-0.048614,1.191514,-0.718989
2247,0,-0.049450,1.190889,-0.721200
2248,0,-0.049104,1.191311,-0.723893
2249,0,-0.050487,1.191479,-0.718446
2250,0,-0.051461,1.191361,-0.713744
2251,0,-0.052247,1.191417,-0.710613
2252,0,-0.051957,1.191332,-0.712764
2253,0,-0.051323,1.190873,-0.715198
2254,0,-0.050796,1.190476,-0.718299
2255,0,-0.049524,1.189915,-0.724721
2256,0,-0.048337,1.189455,-0.728612
2257,0,-0.050647,1.190435,-0.710722
2258,0,-0.048281,1.191169,-0.716577
2259,0,-0.049715,1.191807,-0.718457
2260,0,-0.050248,1.192113,-0.723039
2261,0,-0.051212,1.191521,-0.719580
2262,0,-0.051953,1.190925,-0.713872
