frame,id,x,y,z
1041,0,0.428790,1.178190,-0.519149
1042,0,0.428810,1.178510,-0.518823
1043,0,0.429681,1.178303,-0.519758
1044,0,0.429682,1.178258,-0.519944
1045,0,0.429681,1.178251,-0.519915
1046,0,0.429891,1.178355,-0.519900
1047,0,0.429741,1.178477,-0.519819
1048,0,0.429093,1.178544,-0.519096
1049,0,0.428637,1.178514,-0.519025
1050,0,0.428703,1.178577,-0.518919
1051,0,0.430040,1.178363,-0.520115
1052,0,0.429998,1.178332,-0.520129
1053,0,0.429455,1.178136,-0.519583
1054,0,0.430394,1.178279,-0.520373
1055,0,0.429574,1.178195,-0.519708
1056,0,0.429590,1.178632,-0.519510
1057,0,0.429114,1.178272,-0.519464
1058,0,0.429924,1.178410,-0.519608
1059,0,0.430056,1.178504,-0.519503
1060,0,0.429263,1.178458,-0.519210
1061,0,0.429398,1.178649,-0.519348
1062,0,0.429435,1.178799,-0.519114
1063,0,0.429460,1.178653,-0.519250
1064,0,0.429009,1.178734,-0.519002
1065,0,0.429324,1.178609,-0.519296
1066,0,0.429280,1.178412,-0.519333
1067,0,0.429355,1.178478,-0.519521
1068,0,0.429542,1.178720,-0.519313
1069,0,0.429057,1.178337,-0.519083
1070,0,0.429605,1.178254,-0.519648
1071,0,0.429802,1.178522,-0.519638
1072,0,0.429784,1.178418,-0.519848
1073,0,0.428947,1.178452,-0.518799
1074,0,0.429332,1.178257,-0.519599
1075,0,0.429833,1.178220,-0.519594
1076,0,0.429968,1.178757,-0.519470
1077,0,0.429627,1.178519,-0.519536
1078,0,0.429687,1.178338,-0.519416
1079,0,0.430048,1.178105,-0.519590
1080,0,0.429558,1.178524,-0.519583
1081,0,0.430384,1.178325,-0.519628
1082,0,0.429960,1.178729,-0.519165
1083,0,0.430267,1.178678,-0.519487
1084,0,0.430244,1.178749,-0.519833
1085,0,0.429773,1.178630,-0.519865
1086,0,0.430185,1.178622,-0.519946
1087,0,0.429930,1.178563,-0.519760
1088,0,0.429631,1.178777,-0.519226
1089,0,0.429999,1.178568,-0.519707
1090,0,0.430393,1.178726,-0.519860
1091,0,0.429701,1.178784,-0.519396
1092,0,0.429457,1.178733,-0.519287
1093,0,0.429487,1.178916,-0.519264
1094,0,0.430321,1.178783,-0.519835
1095,0,0.430248,1.178778,-0.520106
1096,0,0.429974,1.178580,-0.519821
1097,0,0.429674,1.178336,-0.519756
1098,0,0.429630,1.178721,-0.519563
1099,0,0.429654,1.178695,-0.519469
1100,0,0.430041,1.178744,-0.519716
1101,0,0.430212,1.178664,-0.519900
1102,0,0.429094,1.178385,-0.519275
1103,0,0.429756,1.178648,-0.519575
1104,0,0.429359,1.178485,-0.519484
1105,0,0.429747,1.178193,-0.519846
1106,0,0.429721,1.178506,-0.519786
1107,0,0.429319,1.178503,-0.519497
1108,0,0.429991,1.178583,-0.519795
1109,0,0.429799,1.178514,-0.519696
1110,0,0.429175,1.178384,-0.519295
1111,0,0.430185,1.178471,-0.519699
1112,0,0.429700,1.178506,-0.519456
1113,0,0.429527,1.178793,-0.519413
1114,0,0.429779,1.178658,-0.519667
1115,0,0.429716,1.178590,-0.519722
1116,0,0.430752,1.178604,-0.520369
1117,0,0.430116,1.178421,-0.520072
1118,0,0.429259,1.178560,-0.519377
1119,0,0.429768,1.178620,-0.519549
1120,0,0.429880,1.178507,-0.519843
1121,0,0.429107,1.178603,-0.519494
1122,0,0.429064,1.178389,-0.519435
1123,0,0.429618,1.178637,-0.519645
1124,0,0.430148,1.178532,-0.519807
1125,0,0.429448,1.178502,-0.519417
1126,0,0.429933,1.178648,-0.520095
1127,0,0.429957,1.178484,-0.519944
1128,0,0.429823,1.178908,-0.519679
1129,0,0.429367,1.178936,-0.519238
1130,0,0.429683,1.178561,-0.519543
1131,0,0.429265,1.178365,-0.519602
1132,0,0.429363,1.178441,-0.519609
1133,0,0.429834,1.178753,-0.519698
1134,0,0.428797,1.178302,-0.519278
1135,0,0.429493,1.178927,-0.519635
1136,0,0.430700,1.178792,-0.520462
1137,0,0.428998,1.178748,-0.519762
1138,0,0.431085,1.178507,-0.521076
1139,0,0.431818,1.178507,-0.521415
1140,0,0.428360,1.178551,-0.519181
1141,0,0.427675,1.178467,-0.518313
1142,0,0.428282,1.178414,-0.518880
1143,0,0.427711,1.178420,-0.518420
1144,0,0.428193,1.178339,-0.518728
1145,0,0.428693,1.178211,-0.518779
1146,0,0.428405,1.178222,-0.518591
1147,0,0.428155,1.178353,-0.518658
1148,0,0.428284,1.178005,-0.518867
1149,0,0.427936,1.177876,-0.518615
1150,0,0.427658,1.177985,-0.518432
1151,0,0.427557,1.177936,-0.518145
1152,0,0.427210,1.178093,-0.517702
1153,0,0.427097,1.177995,-0.517542
1154,0,0.427305,1.178061,-0.517994
1155,0,0.426974,1.178097,-0.517659
1156,0,0.426652,1.178020,-0.517223
1157,0,0.426744,1.178051,-0.517645
1158,0,0.426633,1.178108,-0.517101
1159,0,0.426967,1.178000,-0.517648
1160,0,0.426802,1.178137,-0.517092
1161,0,0.427024,1.178136,-0.517486
1162,0,0.426301,1.178241,-0.515904
1163,0,0.426811,1.178198,-0.516660
1164,0,0.426151,1.178306,-0.515388
1165,0,0.426378,1.178188,-0.515527
1166,0,0.426396,1.178279,-0.515361
1167,0,0.426621,1.178382,-0.516051
1168,0,0.426344,1.178663,-0.515592
1169,0,0.426262,1.178517,-0.515134
1170,0,0.427172,1.178317,-0.517286
1171,0,0.426936,1.178294,-0.516533
1172,0,0.426619,1.178248,-0.515974
1173,0,0.426405,1.178465,-0.515527
1174,0,0.426720,1.177988,-0.516419
1175,0,0.426360,1.177984,-0.515516
1176,0,0.426596,1.177849,-0.516079
1177,0,0.427206,1.177731,-0.516873
1178,0,0.426478,1.177528,-0.515869
1179,0,0.427526,1.177025,-0.517292
1180,0,0.425962,1.177090,-0.515174
1181,0,0.426353,1.176763,-0.515730
1182,0,0.426748,1.176490,-0.516075
1183,0,0.426947,1.176199,-0.516329
1184,0,0.425337,1.176384,-0.514865
1185,0,0.428441,1.175491,-0.517902
1186,0,0.427567,1.175740,-0.517167
1187,0,0.426243,1.175599,-0.516155
1188,0,0.427303,1.175150,-0.516979
1189,0,0.426964,1.175154,-0.516534
1190,0,0.426993,1.175097,-0.516326
1191,0,0.426970,1.175258,-0.516600
1192,0,0.426631,1.175301,-0.516467
1193,0,0.426086,1.175387,-0.516286
1194,0,0.427832,1.175262,-0.517518
1195,0,0.425680,1.175412,-0.515944
1196,0,0.427420,1.175309,-0.517111
1197,0,0.427990,1.175277,-0.517389
1198,0,0.427824,1.175325,-0.517083
1199,0,0.427135,1.175375,-0.516521
1200,0,0.428056,1.175215,-0.517115
1201,0,0.426626,1.175548,-0.516164
1202,0,0.426629,1.175313,-0.516215
1203,0,0.426937,1.175296,-0.516398
1204,0,0.427294,1.175310,-0.516705
1205,0,0.426775,1.175272,-0.516340
1206,0,0.426550,1.175422,-0.516230
1207,0,0.427164,1.175129,-0.516415
1208,0,0.426850,1.175236,-0.516309
1209,0,0.427188,1.175496,-0.516342
1210,0,0.427182,1.175286,-0.516381
1211,0,0.426051,1.175354,-0.515712
1212,0,0.428000,1.175245,-0.517044
1213,0,0.428286,1.174903,-0.517111
1214,0,0.428953,1.174903,-0.517678
1215,0,0.429555,1.174694,-0.518097
1216,0,0.430309,1.173981,-0.518438
1217,0,0.428207,1.174502,-0.516574
1218,0,0.427876,1.174706,-0.516097
1219,0,0.426697,1.175365,-0.515159
1220,0,0.427936,1.175414,-0.516210
1221,0,0.429608,1.175524,-0.517522
1222,0,0.432140,1.175343,-0.519402
1223,0,0.432790,1.175322,-0.519992
1224,0,0.432096,1.175011,-0.519367
1225,0,0.430038,1.175050,-0.518066
1226,0,0.427161,1.174717,-0.515997
1227,0,0.426559,1.176520,-0.515556
1228,0,0.428480,1.173426,-0.516837
1229,0,0.428356,1.173430,-0.516563
1230,0,0.431682,1.174377,-0.518542
1231,0,0.432588,1.174038,-0.519103
1232,0,0.430326,1.174403,-0.517488
1233,0,0.428834,1.174482,-0.516454
1234,0,0.427468,1.175005,-0.515191
1235,0,0.427903,1.175115,-0.515529
1236,0,0.428950,1.175350,-0.516956
1237,0,0.430533,1.175413,-0.518216
1238,0,0.430421,1.175384,-0.518219
1239,0,0.429389,1.175132,-0.517476
1240,0,0.429595,1.174980,-0.517657
1241,0,0.429546,1.173126,-0.517599
1242,0,0.428838,1.173219,-0.517081
1243,0,0.427208,1.173230,-0.515662
1244,0,0.427517,1.173183,-0.515766
1245,0,0.426154,1.173611,-0.514304
1246,0,0.426549,1.173463,-0.514524
1247,0,0.426853,1.173925,-0.514771
1248,0,0.428293,1.174153,-0.515785
1249,0,0.431111,1.174325,-0.517838
1250,0,0.431622,1.174252,-0.518446
1251,0,0.432266,1.174146,-0.519064
1252,0,0.432375,1.174133,-0.519321
1253,0,0.431008,1.173906,-0.518543
1254,0,0.428980,1.173793,-0.517126
1255,0,0.426322,1.173544,-0.515164
1256,0,0.428550,1.174778,-0.516696
1257,0,0.429090,1.172894,-0.516916
1258,0,0.432872,1.172552,-0.519104
1259,0,0.435052,1.173326,-0.521041
1260,0,0.435168,1.173214,-0.520888
1261,0,0.430300,1.173618,-0.517164
1262,0,0.428565,1.173921,-0.515743
1263,0,0.426511,1.174487,-0.514387
1264,0,0.426908,1.174683,-0.514607
1265,0,0.428241,1.174902,-0.515531
1266,0,0.428126,1.174796,-0.515790
1267,0,0.427458,1.174644,-0.515501
1268,0,0.429392,1.174782,-0.516993
1269,0,0.430257,1.174706,-0.517808
1270,0,0.429985,1.174378,-0.517676
1271,0,0.429376,1.174214,-0.517320
1272,0,0.430437,1.173384,-0.517982
1273,0,0.428240,1.173308,-0.516142
1274,0,0.427325,1.173415,-0.515218
1275,0,0.427166,1.173407,-0.514941
1276,0,0.426621,1.173432,-0.514428
1277,0,0.426589,1.173889,-0.514357
1278,0,0.427160,1.174009,-0.514671
1279,0,0.428018,1.174148,-0.515405
1280,0,0.429613,1.174139,-0.516642
1281,0,0.429387,1.174259,-0.516625
1282,0,0.430191,1.174121,-0.517666
1283,0,0.431748,1.174016,-0.519041
1284,0,0.431929,1.173580,-0.519190
1285,0,0.430306,1.173323,-0.518355
1286,0,0.429610,1.173065,-0.517896
1287,0,0.427573,1.172626,-0.516328
1288,0,0.427068,1.172410,-0.515527
1289,0,0.430947,1.173442,-0.518008
1290,0,0.433968,1.172965,-0.519740
1291,0,0.432790,1.173196,-0.518573
1292,0,0.430988,1.173414,-0.517329
1293,0,0.430439,1.173609,-0.516668
1294,0,0.428223,1.173912,-0.514872
1295,0,0.427737,1.174742,-0.514500
1296,0,0.428337,1.174784,-0.515226
1297,0,0.428225,1.175066,-0.515273
1298,0,0.428979,1.175076,-0.516051
1299,0,0.429005,1.175148,-0.516510
1300,0,0.429786,1.175139,-0.517333
1301,0,0.429632,1.175204,-0.517233
1302,0,0.431535,1.174220,-0.518695
1303,0,0.429682,1.173565,-0.517370
1304,0,0.428661,1.173177,-0.516469
1305,0,0.427455,1.173072,-0.515276
1306,0,0.427141,1.173161,-0.514896
1307,0,0.427041,1.173237,-0.514538
1308,0,0.426294,1.173477,-0.513764
1309,0,0.426187,1.173595,-0.513659
1310,0,0.426612,1.174008,-0.514012
1311,0,0.427597,1.174156,-0.514590
1312,0,0.429984,1.174429,-0.516203
1313,0,0.430911,1.174461,-0.517167
1314,0,0.432587,1.174121,-0.518843
1315,0,0.431834,1.174072,-0.518661
1316,0,0.431783,1.173923,-0.518817
1317,0,0.430360,1.173905,-0.518103
1318,0,0.429685,1.173757,-0.517616
1319,0,0.428384,1.173592,-0.516673
1320,0,0.428520,1.173188,-0.516768
1321,0,0.429115,1.172960,-0.517093
1322,0,0.429108,1.172617,-0.516868
1323,0,0.430622,1.173760,-0.517940
1324,0,0.430429,1.172454,-0.517410
1325,0,0.431625,1.173679,-0.518608
1326,0,0.432421,1.173292,-0.518780
1327,0,0.431700,1.173320,-0.518186
1328,0,0.430158,1.173555,-0.517091
1329,0,0.428974,1.173866,-0.516102
1330,0,0.427058,1.174117,-0.514530
1331,0,0.427920,1.174253,-0.515166
1332,0,0.426750,1.174512,-0.514216
1333,0,0.428743,1.174776,-0.515895
1334,0,0.430014,1.175151,-0.516928
1335,0,0.428815,1.174969,-0.516692
1336,0,0.429299,1.174984,-0.517154
1337,0,0.430159,1.174789,-0.517830
1338,0,0.429729,1.174725,-0.517475
1339,0,0.430257,1.174103,-0.518071
1340,0,0.429996,1.173713,-0.517996
1341,0,0.429266,1.173571,-0.517182
1342,0,0.427680,1.173264,-0.515507
1343,0,0.427827,1.173100,-0.515450
1344,0,0.426808,1.173196,-0.514581
1345,0,0.427183,1.173481,-0.514655
1346,0,0.427018,1.174034,-0.514161
1347,0,0.427142,1.174196,-0.514210
1348,0,0.427828,1.174102,-0.514657
1349,0,0.427643,1.174384,-0.514689
1350,0,0.428466,1.174636,-0.515410
1351,0,0.429549,1.174505,-0.516265
1352,0,0.430220,1.174389,-0.517014
1353,0,0.428764,1.174327,-0.516280
1354,0,0.428976,1.174368,-0.516504
1355,0,0.429004,1.174299,-0.516724
1356,0,0.428899,1.174230,-0.516798
1357,0,0.430030,1.174007,-0.517447
1358,0,0.429558,1.174201,-0.517190
1359,0,0.428550,1.174054,-0.516436
1360,0,0.428589,1.173841,-0.516624
1361,0,0.428895,1.173864,-0.516964
1362,0,0.428307,1.173730,-0.516481
1363,0,0.426970,1.173863,-0.515562
1364,0,0.428275,1.174891,-0.516355
1365,0,0.427679,1.173651,-0.515933
1366,0,0.429032,1.174423,-0.517067
1367,0,0.428848,1.173518,-0.516686
1368,0,0.429396,1.173290,-0.516911
1369,0,0.429922,1.173315,-0.517474
1370,0,0.429233,1.174114,-0.516943
1371,0,0.429733,1.174017,-0.517304
1372,0,0.430463,1.173742,-0.517634
1373,0,0.428960,1.173902,-0.516686
1374,0,0.428741,1.173977,-0.516407
1375,0,0.428217,1.173980,-0.516089
1376,0,0.427543,1.174129,-0.515720
1377,0,0.427484,1.173968,-0.515528
1378,0,0.428784,1.173968,-0.516283
1379,0,0.427223,1.174488,-0.515170
1380,0,0.428160,1.174608,-0.515869
1381,0,1.931091,-0.199294,-0.883156
1382,0,0.427734,1.174514,-0.515640
1383,0,0.427721,1.174635,-0.515627
1384,0,0.427843,1.174730,-0.515790
1385,0,0.427864,1.174623,-0.515892
1386,0,0.428828,1.174675,-0.516667
1387,0,0.428299,1.174829,-0.516125
1388,0,0.428453,1.174688,-0.516464
1389,0,0.427623,1.174582,-0.515838
1390,0,0.428729,1.174480,-0.516810
1391,0,0.428660,1.174397,-0.516703
1392,0,0.427982,1.174145,-0.516148
1393,0,0.427739,1.173994,-0.515784
1394,0,0.427281,1.173952,-0.515607
1395,0,0.427154,1.174033,-0.515530
1396,0,0.427668,1.173953,-0.515607
1397,0,0.427562,1.173864,-0.515423
1398,0,0.426694,1.174211,-0.514897
1399,0,0.426232,1.174029,-0.514595
1400,0,0.427439,1.174093,-0.515377
1401,0,0.427073,1.174007,-0.514964
1402,0,0.427494,1.174052,-0.515391
1403,0,0.427473,1.173944,-0.515389
1404,0,0.427162,1.174120,-0.515157
1405,0,0.427047,1.174156,-0.515143
1406,0,0.426179,1.174364,-0.514603
1407,0,0.428568,1.173986,-0.516254
1408,0,0.426797,1.174290,-0.515050
1409,0,0.427867,1.174142,-0.515908
1410,0,0.426708,1.174270,-0.515061
1411,0,0.427600,1.174133,-0.515712
1412,0,0.427711,1.174086,-0.515800
1413,0,0.427742,1.174222,-0.515909
1414,0,0.428980,1.173852,-0.516671
1415,0,0.429909,1.173896,-0.517722
1416,0,0.428866,1.173883,-0.516790
1417,0,0.429882,1.173749,-0.517515
1418,0,0.428114,1.173463,-0.516191
1419,0,0.426928,1.173319,-0.515168
1420,0,0.428298,1.173142,-0.516159
1421,0,0.428621,1.174415,-0.516276
1422,0,0.432025,1.172100,-0.518496
1423,0,0.432361,1.173349,-0.518950
1424,0,0.432908,1.173142,-0.519166
1425,0,0.433123,1.172924,-0.519048
1426,0,0.434079,1.172815,-0.519500
1427,0,0.428600,1.174168,-0.515299
1428,0,0.429118,1.174987,-0.515474
1429,0,0.429226,1.175012,-0.515760
1430,0,0.430271,1.175272,-0.516741
1431,0,0.429981,1.175208,-0.517015
1432,0,0.429369,1.175120,-0.516646
1433,0,0.429148,1.175102,-0.516629
1434,0,0.430174,1.175028,-0.517263
1435,0,0.430385,1.174298,-0.517518
1436,0,0.430112,1.174282,-0.517487
1437,0,0.430306,1.173777,-0.517458
1438,0,0.427900,1.173862,-0.515513
1439,0,0.428501,1.173681,-0.515942
1440,0,0.427472,1.173851,-0.514915
1441,0,0.426524,1.173880,-0.514071
1442,0,0.426203,1.174161,-0.513783
1443,0,0.426919,1.174309,-0.514085
1444,0,0.427516,1.174345,-0.514519
1445,0,0.428574,1.174379,-0.515333
1446,0,0.429403,1.174417,-0.516052
1447,0,0.430612,1.174192,-0.517068
1448,0,0.431290,1.174173,-0.517622
1449,0,0.430762,1.174316,-0.517366
1450,0,0.430872,1.174081,-0.517723
1451,0,0.429894,1.174041,-0.517174
1452,0,0.431466,1.173867,-0.518591
1453,0,0.429992,1.173842,-0.517528
1454,0,0.428753,1.173779,-0.516698
1455,0,0.429124,1.173609,-0.516860
1456,0,0.426881,1.173674,-0.515150
1457,0,0.429414,1.174629,-0.517074
1458,0,0.430093,1.173111,-0.517471
1459,0,0.431288,1.173039,-0.518526
1460,0,0.431916,1.172883,-0.518923
1461,0,0.431787,1.173532,-0.518778
1462,0,0.431494,1.173613,-0.518532
1463,0,0.431000,1.173753,-0.518178
1464,0,0.430962,1.173597,-0.518231
1465,0,0.428536,1.173788,-0.516521
1466,0,0.429396,1.173809,-0.516993
1467,0,0.427620,1.174103,-0.515684
1468,0,0.426435,1.174135,-0.514696
1469,0,0.427401,1.174341,-0.515464
1470,0,0.427757,1.174692,-0.515720
1471,0,0.428544,1.174609,-0.516173
1472,0,0.429860,1.174661,-0.517110
1473,0,0.430666,1.174503,-0.517944
1474,0,0.429508,1.174482,-0.517073
1475,0,0.429618,1.174266,-0.516979
1476,0,0.429130,1.173968,-0.516484
1477,0,0.428633,1.174225,-0.516345
1478,0,0.428206,1.174106,-0.516179
1479,0,0.427766,1.174030,-0.515880
1480,0,0.427521,1.173891,-0.515811
1481,0,0.427244,1.174020,-0.515330
1482,0,0.426736,1.174071,-0.515159
1483,0,0.426690,1.174138,-0.514979
1484,0,0.427131,1.173953,-0.515303
1485,0,0.427892,1.173928,-0.515900
1486,0,0.426544,1.174271,-0.514990
1487,0,0.427619,1.174009,-0.515820
1488,0,0.427760,1.174245,-0.515757
1489,0,0.428733,1.173937,-0.516543
1490,0,0.429929,1.173967,-0.517420
1491,0,0.430138,1.174048,-0.517483
1492,0,0.430943,1.173831,-0.518125
1493,0,0.430649,1.173538,-0.517925
1494,0,0.430109,1.173294,-0.517584
1495,0,0.429019,1.172983,-0.516835
1496,0,0.427391,1.173149,-0.515342
1497,0,0.428742,1.172942,-0.516360
1498,0,0.430554,1.173788,-0.517746
1499,0,0.431351,1.173547,-0.518213
1500,0,0.432327,1.173270,-0.518804
1501,0,0.432192,1.173354,-0.518602
1502,0,0.431347,1.173448,-0.517924
1503,0,0.430512,1.173473,-0.517232
1504,0,0.429002,1.173739,-0.516115
1505,0,0.427741,1.174217,-0.515031
1506,0,0.428480,1.174748,-0.515566
1507,0,0.429760,1.175241,-0.516576
1508,0,0.429874,1.175179,-0.516937
1509,0,0.431560,1.175168,-0.518282
1510,0,0.430613,1.175105,-0.517495
1511,0,0.430811,1.174770,-0.517892
1512,0,0.429363,1.174715,-0.516643
1513,0,0.430027,1.174104,-0.517303
1514,0,0.429179,1.173623,-0.516605
1515,0,0.429078,1.173398,-0.516459
1516,0,0.427982,1.173585,-0.515322
1517,0,0.427250,1.173891,-0.514667
1518,0,0.426146,1.174292,-0.513930
1519,0,0.427342,1.174290,-0.514816
1520,0,0.428384,1.174485,-0.515599
1521,0,0.429398,1.174320,-0.516558
1522,0,0.430391,1.174129,-0.517493
1523,0,0.430526,1.174256,-0.517701
1524,0,0.432261,1.173861,-0.519199
1525,0,0.431452,1.173672,-0.518779
1526,0,0.430963,1.173564,-0.518543
1527,0,0.428932,1.173401,-0.516961
1528,0,0.428929,1.173342,-0.517105
1529,0,0.427614,1.172911,-0.515944
1530,0,0.429444,1.172771,-0.517070
1531,0,0.429840,1.172680,-0.517368
1532,0,0.432704,1.172530,-0.519109
1533,0,0.431638,1.173416,-0.518524
1534,0,0.432666,1.173181,-0.519240
1535,0,0.433706,1.173035,-0.519755
1536,0,0.432591,1.173002,-0.518903
1537,0,0.433717,1.172932,-0.519476
1538,0,0.431347,1.173265,-0.517670
1539,0,0.430771,1.173291,-0.517140
1540,0,0.428723,1.173794,-0.515533
1541,0,0.428422,1.174237,-0.515258
1542,0,0.428462,1.174518,-0.515169
1543,0,0.428807,1.174528,-0.515664
1544,0,0.429524,1.174895,-0.516411
1545,0,0.430929,1.175098,-0.517573
1546,0,0.431865,1.175216,-0.518489
1547,0,0.431044,1.174853,-0.518050
1548,0,0.429945,1.174787,-0.517267
1549,0,0.429922,1.174636,-0.517171
1550,0,0.430242,1.174049,-0.517261
1551,0,0.428549,1.173987,-0.516245
1552,0,0.429313,1.173882,-0.516844
1553,0,0.428892,1.173590,-0.516513
1554,0,0.427780,1.173693,-0.515580
1555,0,0.426906,1.173887,-0.514620
1556,0,0.427361,1.173848,-0.514764
1557,0,0.427779,1.174020,-0.515268
1558,0,0.427430,1.174172,-0.514913
1559,0,0.427633,1.174322,-0.515211
1560,0,0.428879,1.174163,-0.516056
1561,0,0.428679,1.174123,-0.516118
1562,0,0.429101,1.174019,-0.516528
1563,0,0.428715,1.174255,-0.516375
1564,0,0.427854,1.174271,-0.516054
1565,0,0.428514,1.174234,-0.516597
1566,0,0.430119,1.174086,-0.517759
1567,0,0.430389,1.174039,-0.517987
1568,0,0.429501,1.173553,-0.517179
1569,0,0.428756,1.173262,-0.516646
1570,0,0.427216,1.172901,-0.515340
1571,0,0.429902,1.174023,-0.517425
1572,0,0.429376,1.174028,-0.517113
1573,0,0.431505,1.173577,-0.518297
1574,0,0.431354,1.173547,-0.518148
1575,0,0.431082,1.173474,-0.517882
