frame,id,green_x,green_y,red_x,red_y,dx,dy,dist,baseline_deg,baseline_m
3065,1,377.985,199.888,378.310,199.700,0.324,-0.188,0.375,3.8331,0.27010
3066,1,373.341,192.383,373.504,192.076,0.163,-0.307,0.347,5.1860,0.28181
3067,1,367.226,178.358,367.600,178.018,0.374,-0.340,0.505,7.7124,0.30213
3068,1,364.609,170.848,365.206,170.679,0.596,-0.169,0.620,9.1855,0.31413
3069,1,363.488,164.685,364.077,164.485,0.589,-0.200,0.622,10.4999,0.32579
3070,1,359.803,156.362,360.387,156.098,0.584,-0.264,0.641,12.3864,0.34086
3071,1,356.692,149.316,357.514,149.249,0.822,-0.067,0.825,14.0887,0.35525
3072,1,355.869,146.015,356.620,146.217,0.751,0.201,0.778,15.3989,0.36818
3073,1,357.336,144.161,358.032,144.278,0.696,0.117,0.706,16.1074,0.37678
3074,1,357.773,142.342,358.836,142.421,1.062,0.079,1.065,17.0520,0.38774
3075,1,361.435,141.508,362.294,141.671,0.858,0.164,0.874,17.3355,0.39522
3076,1,365.561,140.831,366.382,141.139,0.822,0.308,0.878,17.4676,0.40214
3077,1,370.541,140.249,371.462,140.319,0.921,0.070,0.924,17.4477,0.40835
3078,1,374.561,138.563,375.384,138.734,0.823,0.171,0.840,17.6740,0.41580
3079,1,376.895,137.780,377.699,138.031,0.804,0.250,0.842,17.8698,0.42055
3080,1,382.093,137.153,382.816,137.264,0.723,0.111,0.731,17.8035,0.42506
3081,1,389.672,137.230,390.386,137.262,0.714,0.032,0.715,17.2373,0.42763
3082,1,394.457,136.475,394.872,136.516,0.415,0.041,0.417,16.8587,0.42851
3083,1,399.513,135.497,400.007,135.676,0.494,0.179,0.525,16.3950,0.42869
3084,1,401.680,135.462,402.422,135.605,0.742,0.143,0.756,16.1847,0.42785
3085,1,402.377,134.942,402.794,135.258,0.416,0.317,0.523,16.1336,0.42722
3086,1,401.597,133.596,402.152,133.960,0.555,0.364,0.664,16.1230,0.42553
3087,1,401.408,131.688,401.766,132.030,0.359,0.342,0.495,15.9000,0.42288
3088,1,402.266,130.569,402.848,130.887,0.582,0.317,0.663,15.5143,0.42033
3089,1,404.708,131.786,405.382,132.163,0.674,0.377,0.772,14.8392,0.41521
3090,1,407.078,130.460,407.763,130.748,0.685,0.288,0.743,14.1014,0.40703
3091,1,413.567,132.848,414.405,133.253,0.838,0.404,0.931,12.7007,0.39795
3092,1,434.398,139.167,435.209,139.327,0.811,0.159,0.826,9.2843,0.37738
3093,1,447.666,144.274,448.450,144.290,0.783,0.016,0.783,7.4976,0.36267
3094,1,458.630,143.475,459.409,143.370,0.780,-0.106,0.787,7.2049,0.34690
3095,1,470.556,151.568,471.056,151.759,0.500,0.191,0.535,7.3782,0.32489
3096,1,472.709,153.407,473.480,152.827,0.771,-0.580,0.965,8.0709,0.31353
3097,1,478.693,148.891,479.018,149.065,0.325,0.173,0.368,9.7838,0.28930
3098,1,471.799,154.613,472.326,154.253,0.527,-0.359,0.638,11.2518,0.26365
3099,1,468.161,153.266,468.122,153.089,-0.039,-0.177,0.182,12.5307,0.24347
3100,1,448.769,159.397,448.557,158.848,-0.212,-0.549,0.589,12.8742,0.21531
3101,1,439.890,152.133,439.608,151.599,-0.283,-0.534,0.604,13.5247,0.20051
3102,1,410.159,154.103,409.587,153.923,-0.573,-0.180,0.600,13.1995,0.16243
3103,1,395.355,153.739,394.905,153.614,-0.451,-0.125,0.468,13.5441,0.13917
3104,1,380.464,157.707,379.908,157.687,-0.556,-0.021,0.556,13.7755,0.11554
3105,1,364.007,173.785,363.998,173.584,-0.009,-0.201,0.201,15.0628,0.08422
3106,1,358.556,176.075,358.425,175.898,-0.131,-0.177,0.220,16.9908,0.06134
3107,1,349.994,184.397,349.672,183.918,-0.322,-0.478,0.577,18.5840,0.04056
3108,1,338.412,181.243,337.951,180.806,-0.460,-0.437,0.635,19.8031,0.02640
3109,1,323.513,183.985,323.133,183.759,-0.380,-0.226,0.442,21.5352,0.03474
3110,1,313.473,183.189,313.077,182.888,-0.395,-0.300,0.496,23.0412,0.05463
3111,1,299.819,192.302,299.708,191.859,-0.112,-0.443,0.457,25.0404,0.08397
3112,1,293.267,192.366,293.100,191.972,-0.166,-0.394,0.428,26.9468,0.10710
3113,1,287.811,193.726,287.607,193.543,-0.204,-0.183,0.274,28.8554,0.12956
3114,1,280.549,196.722,280.107,196.632,-0.442,-0.090,0.451,30.5204,0.15191
3115,1,270.541,196.670,270.008,196.511,-0.533,-0.159,0.556,31.7697,0.17347
3116,1,257.493,198.834,256.908,198.670,-0.585,-0.164,0.608,32.5347,0.19407
3117,1,243.068,199.326,242.421,199.096,-0.647,-0.230,0.687,33.0481,0.21387
3118,1,228.549,199.607,228.025,199.415,-0.524,-0.192,0.558,33.4779,0.23274
3119,1,216.392,198.397,215.980,198.034,-0.412,-0.363,0.549,34.0986,0.25087
