frame,id,green_x,green_y,red_x,red_y,dx,dy,dist,baseline_deg,baseline_m
1071,0,162.344,129.661,356.729,129.619,194.384,-0.042,194.384,4.9217,0.00863
1072,0,159.816,130.584,356.032,130.139,196.216,-0.445,196.216,4.9884,0.00876
1073,0,154.888,132.130,354.053,131.168,199.165,-0.962,199.168,5.1918,0.00917
1074,0,152.335,132.739,352.768,131.352,200.434,-1.387,200.438,5.3323,0.00945
1075,0,147.342,134.433,350.653,132.492,203.311,-1.942,203.320,5.5305,0.00976
1076,0,145.394,134.949,350.152,132.762,204.758,-2.187,204.769,5.5779,0.00983
1077,0,140.978,136.855,348.977,134.676,207.998,-2.179,208.010,5.6422,0.00976
1078,0,138.323,137.473,348.454,135.248,210.130,-2.225,210.142,5.6601,0.00960
1079,0,134.592,138.316,347.129,136.071,212.537,-2.245,212.549,5.7718,0.00964
1080,0,129.709,138.616,344.836,136.472,215.127,-2.144,215.137,5.9933,0.00988
1081,0,124.678,137.620,342.334,135.013,217.656,-2.607,217.672,6.2578,0.01033
1082,0,119.418,137.382,339.579,134.857,220.161,-2.525,220.175,6.5363,0.01074
1083,0,114.541,137.104,337.583,134.518,223.042,-2.586,223.057,6.7415,0.01106
1084,0,110.907,136.503,336.552,134.060,225.645,-2.443,225.658,6.8463,0.01119
1085,0,107.571,136.045,336.007,133.572,228.436,-2.472,228.449,6.8971,0.01115
1086,0,103.903,135.189,335.780,133.040,231.877,-2.149,231.887,6.9138,0.01092
1087,0,99.529,134.280,334.742,132.391,235.212,-1.889,235.220,7.0234,0.01081
1088,0,93.819,133.468,332.799,131.934,238.980,-1.534,238.985,7.2319,0.01086
1089,0,87.412,134.047,329.858,132.341,242.446,-1.706,242.452,7.5340,0.01116
1090,0,80.475,134.908,326.397,132.890,245.922,-2.019,245.930,7.8838,0.01166
1091,0,73.699,135.911,323.111,133.452,249.412,-2.459,249.425,8.2139,0.01218
1092,0,68.209,136.775,320.446,133.825,252.237,-2.950,252.255,8.4790,0.01269
1093,0,63.165,138.948,318.190,135.294,255.025,-3.654,255.052,8.7004,0.01312
1094,0,58.952,140.611,316.650,136.509,257.697,-4.102,257.730,8.8537,0.01340
1095,0,55.649,141.669,315.250,137.026,259.602,-4.644,259.643,8.9945,0.01375
1096,0,53.565,142.607,314.389,137.630,260.824,-4.977,260.872,9.0819,0.01395
1097,0,50.841,143.845,313.771,138.298,262.930,-5.547,262.988,9.1468,0.01427
1098,0,49.548,144.526,313.378,138.678,263.830,-5.848,263.895,9.1884,0.01437
1099,0,46.553,143.814,312.279,138.190,265.726,-5.624,265.786,9.2993,0.01449
1100,0,46.198,143.898,312.342,138.196,266.145,-5.703,266.206,9.2935,0.01452
1101,0,45.381,144.836,312.302,138.818,266.922,-6.018,266.990,9.3002,0.01461
1102,0,44.488,144.699,311.964,138.687,267.476,-6.012,267.544,9.3341,0.01464
1103,0,42.549,145.679,310.977,139.536,268.428,-6.142,268.498,9.4364,0.01478
1104,0,40.652,146.543,309.680,139.786,269.028,-6.757,269.113,9.5717,0.01506
1105,0,38.613,146.707,308.311,139.691,269.697,-7.017,269.789,9.7125,0.01531
1106,0,37.840,147.389,307.654,140.329,269.814,-7.061,269.907,9.7811,0.01540
1107,0,38.067,147.591,307.771,140.497,269.704,-7.094,269.798,9.7699,0.01539
1108,0,38.159,147.424,307.856,140.337,269.697,-7.087,269.790,9.7607,0.01537
1109,0,37.178,146.881,307.202,139.958,270.023,-6.923,270.112,9.8261,0.01547
1110,0,35.657,146.601,306.437,139.543,270.780,-7.058,270.872,9.9030,0.01558
1111,0,35.627,146.206,306.600,139.360,270.973,-6.846,271.060,9.8875,0.01562
1112,0,35.985,146.102,306.952,139.082,270.967,-7.021,271.058,9.8551,0.01568
1113,0,35.653,146.111,306.746,138.876,271.093,-7.235,271.190,9.8786,0.01578
1114,0,34.645,145.413,305.960,138.356,271.315,-7.058,271.406,9.9551,0.01584
1115,0,34.816,145.227,306.138,138.334,271.322,-6.893,271.410,9.9348,0.01575
1116,0,36.186,145.567,306.991,138.686,270.805,-6.881,270.893,9.8473,0.01559
1117,0,36.361,145.704,306.978,138.792,270.617,-6.912,270.705,9.8480,0.01557
1118,0,35.457,146.591,306.044,139.079,270.587,-7.512,270.691,9.9463,0.01578
1119,0,34.729,147.203,305.305,139.487,270.575,-7.716,270.685,10.0246,0.01594
1120,0,33.765,146.885,304.664,139.310,270.898,-7.575,271.004,10.0895,0.01604
1121,0,33.617,146.872,304.374,139.008,270.757,-7.864,270.872,10.1237,0.01621
1122,0,33.666,146.671,304.479,138.702,270.813,-7.969,270.930,10.1135,0.01622
1123,0,32.936,146.766,303.718,138.619,270.781,-8.147,270.904,10.1926,0.01637
1124,0,33.309,146.658,303.722,138.475,270.412,-8.183,270.536,10.1919,0.01637
1125,0,33.534,146.631,303.747,138.522,270.213,-8.108,270.335,10.1874,0.01633
1126,0,33.647,146.594,303.802,138.405,270.155,-8.189,270.279,10.1833,0.01635
1127,0,33.906,146.796,303.862,138.333,269.957,-8.463,270.089,10.1805,0.01641
1128,0,33.801,146.510,303.847,138.154,270.046,-8.357,270.175,10.1806,0.01639
1129,0,33.269,146.434,303.314,137.785,270.045,-8.648,270.183,10.2369,0.01652
1130,0,32.235,146.558,302.563,137.930,270.329,-8.628,270.466,10.3126,0.01662
1131,0,31.534,146.675,302.059,138.198,270.525,-8.477,270.658,10.3646,0.01670
1132,0,30.640,147.095,301.277,138.118,270.637,-8.977,270.786,10.4469,0.01687
1133,0,30.756,147.595,30.871,147.507,0.115,-0.087,0.144,0.0396,0.00009
1134,0,30.949,147.562,30.973,147.519,0.024,-0.043,0.049,0.0000,0.00007
1135,0,31.552,147.058,31.471,147.201,-0.081,0.143,0.165,0.0885,0.00003
1136,0,31.685,146.731,31.689,146.921,0.003,0.190,0.190,0.1047,0.00009
1137,0,31.541,146.689,31.694,146.559,0.153,-0.130,0.201,0.0791,0.00014
1138,0,30.629,146.587,30.806,146.347,0.177,-0.240,0.298,0.0396,0.00010
1139,0,29.681,147.244,29.904,146.778,0.223,-0.465,0.516,0.0885,0.00004
1140,0,28.229,147.458,28.188,146.812,-0.041,-0.646,0.648,0.2273,0.00019
1141,0,28.762,147.617,28.395,146.874,-0.367,-0.743,0.829,0.2654,0.00016
1142,0,30.398,147.043,28.603,145.974,-1.795,-1.069,2.089,0.2407,0.00005
1143,0,31.351,145.101,27.614,143.661,-3.737,-1.440,4.005,0.3712,0.00056
1144,0,33.518,143.693,27.349,142.124,-6.169,-1.570,6.366,0.5098,0.00091
1145,0,38.291,143.398,28.835,141.135,-9.456,-2.263,9.723,0.5595,0.00106
1146,0,42.879,141.844,29.186,139.233,-13.693,-2.611,13.940,0.7465,0.00144
1147,0,47.486,141.587,28.398,138.421,-19.088,-3.166,19.348,0.8440,0.00162
1148,0,54.589,142.880,29.799,139.184,-24.790,-3.696,25.064,0.7641,0.00148
1149,0,63.484,145.344,32.300,140.775,-31.184,-4.570,31.517,0.6013,0.00116
1150,0,69.992,146.387,34.367,141.261,-35.625,-5.126,35.992,0.6091,0.00116
1151,0,85.586,150.581,41.068,144.881,-44.518,-5.700,44.881,0.8532,0.00142
1152,0,94.229,153.704,45.017,148.223,-49.212,-5.481,49.517,1.1302,0.00174
1153,0,106.282,159.059,46.644,153.410,-59.638,-5.649,59.905,1.3505,0.00204
1154,0,112.116,159.988,43.522,153.900,-68.594,-6.088,68.864,1.1494,0.00175
1155,0,117.848,161.444,40.463,154.358,-77.385,-7.086,77.708,1.0211,0.00178
1156,0,126.220,161.107,39.811,154.800,-86.409,-6.307,86.638,1.1191,0.00211
1157,0,136.484,162.979,42.533,153.783,-93.951,-9.196,94.400,1.3464,0.00257
1158,0,148.294,165.126,46.855,155.010,-101.439,-10.116,101.942,1.7739,0.00339
1159,0,156.681,165.933,50.519,155.410,-106.162,-10.523,106.682,2.0311,0.00384
1160,0,172.228,163.823,53.819,156.257,-118.409,-7.566,118.651,2.1637,0.00392
1161,0,176.378,166.216,53.705,155.947,-122.674,-10.270,123.103,2.1361,0.00386
1162,0,187.686,165.354,54.688,154.361,-132.998,-10.993,133.452,2.1514,0.00387
1163,0,195.000,165.000,56.753,154.256,-138.247,-10.744,138.664,2.2538,0.00394
1164,0,209.661,163.970,62.619,154.373,-147.042,-9.597,147.355,2.6179,0.00420
1165,0,225.172,160.418,68.179,154.169,-156.993,-6.250,157.117,3.0345,0.00473
1166,0,233.000,163.000,73.854,153.277,-159.146,-9.723,159.443,3.4689,0.00532
1167,0,245.515,157.436,77.941,151.532,-167.574,-5.904,167.678,3.7837,0.00575
1168,0,253.000,159.000,81.563,149.119,-171.437,-9.881,171.721,4.0773,0.00618
1169,0,263.000,156.000,85.344,147.323,-177.656,-8.677,177.868,4.3980,0.00647
1170,0,272.000,154.000,89.116,147.109,-182.884,-6.891,183.014,4.7428,0.00648
1171,0,282.000,153.000,93.814,148.408,-188.186,-4.592,188.242,5.1965,0.00648
1172,0,292.535,152.235,99.688,151.152,-192.847,-1.083,192.850,5.7716,0.00654
1173,0,302.947,149.220,104.598,152.506,-198.349,3.286,198.376,6.3012,0.00657
1174,0,312.000,149.000,108.512,151.208,-203.488,2.208,203.500,6.7118,0.00688
1175,0,324.000,146.000,114.515,148.094,-209.485,2.094,209.495,7.2564,0.00780
1176,0,335.969,141.290,119.662,144.212,-216.307,2.921,216.327,7.7496,0.00873
1177,0,341.418,139.192,121.456,142.080,-219.962,2.888,219.981,7.9459,0.00912
1178,0,351.908,131.152,121.623,137.461,-230.285,6.309,230.372,8.1243,0.00946
1179,0,357.582,129.279,120.791,134.363,-236.791,5.084,236.846,8.2453,0.00952
1180,0,365.604,124.110,121.311,134.020,-244.293,9.910,244.494,8.3313,0.00957
1181,0,373.616,126.539,127.399,135.301,-246.217,8.762,246.372,8.8567,0.01000
1182,0,385.663,126.745,136.027,136.670,-249.636,9.925,249.833,9.5571,0.01080
1183,0,391.593,127.881,140.654,137.323,-250.939,9.442,251.116,9.9437,0.01126
1184,0,402.365,129.001,147.713,138.426,-254.652,9.425,254.827,10.4863,0.01210
1185,0,409.000,130.000,150.866,138.707,-258.134,8.707,258.281,10.7254,0.01254
1186,0,413.118,128.269,151.473,138.867,-261.645,10.597,261.860,10.8079,0.01251
1187,0,415.760,127.870,151.495,138.492,-264.265,10.622,264.478,10.8448,0.01248
1188,0,422.695,125.064,151.920,138.708,-270.775,13.644,271.119,10.8805,0.01251
1189,0,426.000,128.000,153.519,137.173,-272.481,9.173,272.635,11.0447,0.01287
1190,0,433.000,127.000,156.619,135.985,-276.381,8.985,276.527,11.3194,0.01343
1191,0,439.771,126.040,160.837,135.481,-278.934,9.440,279.094,11.6877,0.01405
1192,0,447.000,126.000,165.217,135.064,-281.783,9.064,281.928,12.0814,0.01466
1193,0,454.088,125.047,169.379,133.901,-284.709,8.854,284.847,12.4392,0.01541
1194,0,459.608,125.500,172.325,133.987,-287.283,8.487,287.409,12.6844,0.01585
1195,0,465.404,124.316,175.074,133.612,-290.331,9.296,290.480,12.9679,0.01615
1196,0,469.341,122.792,177.115,132.741,-292.226,9.949,292.395,13.1864,0.01645
1197,0,476.467,122.127,181.018,133.071,-295.449,10.944,295.652,13.5667,0.01683
1198,0,480.342,121.357,183.111,133.367,-297.231,12.010,297.474,13.7893,0.01696
1199,0,487.067,120.316,186.619,134.221,-300.448,13.905,300.769,14.1537,0.01717
1200,0,491.692,120.382,188.989,135.582,-302.704,15.199,303.085,14.3781,0.01726
1201,0,496.664,121.318,191.795,137.772,-304.869,16.455,305.313,14.6295,0.01734
1202,0,501.936,121.400,194.760,138.962,-307.176,17.562,307.678,14.9164,0.01754
1203,0,506.824,120.676,197.240,139.184,-309.583,18.508,310.136,15.1616,0.01780
1204,0,510.765,119.759,198.956,139.089,-311.809,19.330,312.408,15.3567,0.01793
1205,0,513.021,118.534,199.594,138.422,-313.428,19.889,314.058,15.4514,0.01800
1206,0,516.547,116.763,200.427,136.890,-316.120,20.126,316.760,15.5532,0.01825
1207,0,518.251,116.779,201.143,136.797,-317.109,20.018,317.740,15.5994,0.01842
1208,0,521.981,117.886,203.262,137.661,-318.719,19.775,319.332,15.7534,0.01873
1209,0,523.933,118.692,204.521,137.590,-319.412,18.898,319.971,15.8354,0.01904
1210,0,527.318,120.638,206.771,136.939,-320.547,16.301,320.962,15.9556,0.01977
1211,0,529.309,120.894,208.011,136.160,-321.298,15.266,321.660,16.0508,0.02014
1212,0,530.969,119.723,209.184,135.558,-321.785,15.836,322.175,16.1839,0.02030
1213,0,532.268,118.885,210.012,135.331,-322.256,16.446,322.675,16.2816,0.02038
1214,0,532.266,118.180,209.864,134.585,-322.402,16.405,322.819,16.2802,0.02041
1215,0,532.174,117.277,209.930,134.077,-322.244,16.800,322.682,16.3029,0.02043
1216,0,532.587,117.628,210.584,134.604,-322.003,16.977,322.450,16.3621,0.02046
1217,0,532.756,117.344,210.777,134.062,-321.979,16.719,322.413,16.3802,0.02056
1218,0,532.995,117.232,211.003,133.476,-321.992,16.244,322.401,16.3929,0.02072
1219,0,533.499,116.673,211.378,133.143,-322.121,16.471,322.542,16.4360,0.02079
1220,0,533.884,115.893,211.731,132.847,-322.153,16.954,322.599,16.4821,0.02083
1221,0,534.489,115.844,212.055,132.768,-322.434,16.925,322.877,16.5011,0.02093
1222,0,534.830,115.934,212.461,132.331,-322.369,16.397,322.785,16.5289,0.02110
1223,0,535.791,115.661,213.023,132.175,-322.768,16.514,323.190,16.5886,0.02117
1224,0,536.863,115.111,213.593,131.802,-323.269,16.691,323.700,16.6585,0.02125
1225,0,537.508,114.931,213.887,131.811,-323.620,16.880,324.060,16.6833,0.02130
1226,0,538.067,114.572,214.162,131.272,-323.906,16.700,324.336,16.7119,0.02141
1227,0,538.146,114.191,213.984,131.223,-324.162,17.032,324.609,16.7038,0.02136
1228,0,538.446,113.482,214.013,130.687,-324.433,17.205,324.889,16.7156,0.02141
1229,0,538.709,113.579,214.386,130.574,-324.323,16.995,324.768,16.7410,0.02152
1230,0,539.047,112.834,214.438,130.389,-324.609,17.554,325.083,16.7563,0.02151
1231,0,539.119,112.349,214.311,129.964,-324.808,17.615,325.285,16.7566,0.02151
1232,0,539.471,111.845,214.418,129.630,-325.053,17.785,325.539,16.7681,0.02158
1233,0,539.500,111.597,214.371,129.518,-325.130,17.921,325.623,16.7717,0.02155
1234,0,539.381,111.390,214.283,129.538,-325.098,18.148,325.604,16.7679,0.02152
1235,0,539.706,110.861,214.539,129.369,-325.167,18.508,325.693,16.8005,0.02155
1236,0,540.161,111.628,215.076,129.661,-325.086,18.033,325.586,16.8328,0.02165
1237,0,540.385,111.766,215.299,129.657,-325.086,17.891,325.578,16.8456,0.02172
1238,0,540.670,111.607,215.563,129.530,-325.107,17.924,325.601,16.8793,0.02174
1239,0,540.658,111.683,215.565,129.629,-325.093,17.946,325.588,16.8707,0.02176
1240,0,540.408,111.548,215.306,129.479,-325.103,17.931,325.597,16.8489,0.02174
1241,0,540.384,111.604,215.299,129.644,-325.085,18.040,325.585,16.8508,0.02170
1242,0,540.428,111.667,215.398,129.936,-325.030,18.268,325.543,16.8558,0.02169
1243,0,540.208,111.323,215.091,129.741,-325.117,18.418,325.638,16.8402,0.02162
1244,0,540.345,110.970,215.035,129.688,-325.310,18.718,325.848,16.8399,0.02160
1245,0,540.962,110.998,215.660,129.450,-325.302,18.452,325.825,16.8962,0.02174
1246,0,541.596,110.803,215.998,129.146,-325.598,18.343,326.114,16.9311,0.02182
1247,0,541.667,110.805,542.071,110.703,0.404,-0.102,0.417,0.0000,0.00004
1248,0,541.903,110.540,542.161,110.382,0.258,-0.158,0.302,0.0791,0.00007
