frame,id,green_x,green_y,red_x,red_y,dx,dy,dist,baseline_deg,baseline_m,dx_m,dy_m,dz_m,green_px
869,1,327.386,223.678,327.444,223.594,0.058,-0.084,0.102,0.3795,0.00349,0.00039,0.00095,0.00334,22.21
870,0,269.007,223.547,269.157,223.287,0.149,-0.260,0.300,0.4665,0.00436,0.00044,0.00130,0.00414,34.43
870,1,327.517,224.510,327.574,224.306,0.057,-0.204,0.212,0.4665,0.00436,0.00044,0.00130,0.00414,22.24
871,0,269.356,223.582,269.360,223.382,0.004,-0.200,0.200,0.4813,0.00532,0.00041,0.00167,0.00503,34.40
871,1,327.582,224.591,327.730,224.423,0.148,-0.168,0.224,0.4813,0.00532,0.00041,0.00167,0.00503,22.26
872,0,270.204,224.705,270.153,224.660,-0.052,-0.045,0.069,0.6632,0.00704,0.00032,0.00234,0.00663,34.40
872,1,328.222,225.945,328.427,225.764,0.205,-0.181,0.274,0.6632,0.00704,0.00032,0.00234,0.00663,22.04
873,0,270.653,225.693,270.465,225.380,-0.188,-0.312,0.365,0.7370,0.00857,0.00033,0.00296,0.00804,34.26
873,1,328.586,226.640,328.665,226.474,0.078,-0.166,0.184,0.7370,0.00857,0.00033,0.00296,0.00804,22.23
874,0,270.518,226.684,270.465,226.463,-0.054,-0.222,0.228,0.8384,0.01050,0.00026,0.00365,0.00985,34.23
874,1,328.372,227.642,328.576,227.543,0.204,-0.099,0.227,0.8384,0.01050,0.00026,0.00365,0.00985,22.05
875,0,270.356,227.579,270.338,227.326,-0.018,-0.253,0.254,0.9479,0.01174,0.00037,0.00389,0.01107,34.22
875,1,328.049,228.652,328.391,228.445,0.342,-0.207,0.400,0.9479,0.01174,0.00037,0.00389,0.01107,22.22
876,0,270.312,227.605,270.302,227.326,-0.010,-0.280,0.280,0.9732,0.01257,0.00044,0.00385,0.01196,34.22
876,1,327.841,228.696,328.316,228.495,0.475,-0.201,0.516,0.9732,0.01257,0.00044,0.00385,0.01196,22.19
877,0,270.460,226.743,270.404,226.727,-0.056,-0.016,0.058,0.9429,0.01312,0.00049,0.00355,0.01263,34.18
877,1,328.057,228.246,328.390,227.944,0.333,-0.302,0.450,0.9429,0.01312,0.00049,0.00355,0.01263,21.95
878,0,270.286,226.493,270.294,226.225,0.009,-0.268,0.268,0.8961,0.01317,0.00056,0.00330,0.01274,34.18
878,1,327.842,227.586,328.281,227.447,0.439,-0.140,0.460,0.8961,0.01317,0.00056,0.00330,0.01274,22.16
879,0,270.283,225.833,270.308,225.862,0.026,0.030,0.039,0.8632,0.01309,0.00048,0.00315,0.01270,34.20
879,1,327.780,227.260,328.298,227.092,0.518,-0.168,0.544,0.8632,0.01309,0.00048,0.00315,0.01270,22.08
880,0,270.209,224.697,270.206,224.735,-0.003,0.038,0.038,0.7600,0.01221,0.00070,0.00267,0.01190,34.21
880,1,327.727,226.136,328.241,225.979,0.514,-0.157,0.538,0.7600,0.01221,0.00070,0.00267,0.01190,22.00
881,0,269.900,224.489,270.108,224.307,0.208,-0.182,0.276,0.7242,0.01147,0.00079,0.00242,0.01118,34.28
881,1,327.699,225.611,328.180,225.560,0.481,-0.051,0.484,0.7242,0.01147,0.00079,0.00242,0.01118,22.21
882,0,269.665,224.290,269.915,224.211,0.250,-0.079,0.262,0.6864,0.00938,0.00071,0.00215,0.00910,34.35
882,1,327.667,225.531,328.085,225.429,0.418,-0.101,0.430,0.6864,0.00938,0.00071,0.00215,0.00910,22.21
883,0,269.846,224.004,270.103,224.095,0.257,0.092,0.273,0.6714,0.00366,0.00034,0.00137,0.00338,34.55
883,1,328.227,225.349,328.531,225.299,0.305,-0.050,0.309,0.6714,0.00366,0.00034,0.00137,0.00338,22.26
884,0,270.830,223.913,271.065,224.002,0.235,0.088,0.251,0.7455,0.00131,0.00003,0.00042,-0.00124,34.63
884,1,329.585,225.336,329.693,225.252,0.108,-0.084,0.137,0.7455,0.00131,0.00003,0.00042,-0.00124,22.26
885,0,272.904,227.913,273.044,227.808,0.141,-0.105,0.176,1.3164,0.01940,-0.00055,-0.00293,-0.01917,35.09
885,1,332.358,229.365,332.474,229.127,0.116,-0.239,0.265,1.3164,0.01940,-0.00055,-0.00293,-0.01917,22.62
886,0,273.163,230.596,273.319,230.466,0.156,-0.130,0.203,1.6352,0.03486,-0.00104,-0.00565,-0.03439,35.55
886,1,333.342,231.662,333.475,231.742,0.133,0.080,0.155,1.6352,0.03486,-0.00104,-0.00565,-0.03439,22.99
887,0,273.379,230.973,273.486,231.051,0.107,0.078,0.132,1.7503,0.04686,-0.00124,-0.00802,-0.04615,36.03
887,1,333.894,232.475,334.223,232.326,0.329,-0.149,0.361,1.7503,0.04686,-0.00124,-0.00802,-0.04615,23.39
888,0,272.919,233.686,273.184,233.610,0.265,-0.076,0.275,2.0997,0.06736,-0.00152,-0.01196,-0.06627,36.68
888,1,334.634,235.248,334.946,234.928,0.312,-0.320,0.446,2.0997,0.06736,-0.00152,-0.01196,-0.06627,23.64
889,0,273.528,238.448,273.695,238.212,0.168,-0.237,0.290,2.7983,0.09917,-0.00205,-0.01776,-0.09755,37.68
889,1,336.763,239.963,337.105,239.751,0.343,-0.212,0.403,2.7983,0.09917,-0.00205,-0.01776,-0.09755,24.41
890,0,275.896,241.499,276.359,241.357,0.464,-0.141,0.485,3.5506,0.14436,-0.00373,-0.02782,-0.14160,39.26
890,1,342.140,243.439,342.247,243.130,0.106,-0.309,0.327,3.5506,0.14436,-0.00373,-0.02782,-0.14160,25.48
891,0,278.747,246.531,279.215,246.363,0.469,-0.168,0.498,4.4153,0.17363,-0.00524,-0.03404,-0.17018,40.26
891,1,346.665,248.550,346.816,248.295,0.151,-0.255,0.296,4.4153,0.17363,-0.00524,-0.03404,-0.17018,26.17
892,0,284.704,253.523,285.269,253.414,0.565,-0.110,0.575,5.7734,0.21418,-0.00762,-0.04336,-0.20961,41.98
892,1,355.576,255.618,355.411,255.527,-0.165,-0.090,0.188,5.7734,0.21418,-0.00762,-0.04336,-0.20961,27.41
893,0,288.567,257.692,289.073,257.561,0.506,-0.130,0.522,6.6833,0.25582,-0.01020,-0.05380,-0.24989,43.90
893,1,362.336,259.633,362.073,259.479,-0.263,-0.154,0.305,6.6833,0.25582,-0.01020,-0.05380,-0.24989,28.90
894,0,289.362,263.572,289.865,263.408,0.502,-0.164,0.529,7.4667,0.28833,-0.01250,-0.06131,-0.28146,45.51
894,1,365.576,264.683,365.308,264.598,-0.267,-0.085,0.281,7.4667,0.28833,-0.01250,-0.06131,-0.28146,30.34
895,0,288.620,265.688,289.318,265.648,0.697,-0.039,0.698,7.8583,0.32118,-0.01454,-0.06888,-0.31337,47.41
895,1,367.606,266.275,367.363,266.129,-0.243,-0.146,0.283,7.8583,0.32118,-0.01454,-0.06888,-0.31337,31.52
896,0,288.439,265.599,289.031,265.619,0.592,0.020,0.592,8.1103,0.35415,-0.01558,-0.07662,-0.34541,49.07
896,1,370.414,266.219,369.852,266.225,-0.562,0.006,0.562,8.1103,0.35415,-0.01558,-0.07662,-0.34541,32.85
897,0,288.348,264.674,289.060,264.674,0.712,-0.000,0.712,8.3337,0.38748,-0.01634,-0.08439,-0.37782,51.02
897,1,373.535,265.659,372.886,265.876,-0.650,0.217,0.685,8.3337,0.38748,-0.01634,-0.08439,-0.37782,34.42
898,0,287.570,263.447,288.516,263.287,0.946,-0.160,0.959,8.5101,0.42171,-0.01728,-0.09256,-0.41106,53.13
898,1,376.399,264.587,375.659,264.879,-0.740,0.292,0.796,8.5101,0.42171,-0.01728,-0.09256,-0.41106,35.91
899,0,285.717,262.305,286.834,262.088,1.117,-0.217,1.137,8.5383,0.44449,-0.01796,-0.09839,-0.43309,54.66
899,1,377.183,263.517,376.327,263.735,-0.856,0.219,0.884,8.5383,0.44449,-0.01796,-0.09839,-0.43309,36.97
900,0,281.579,258.627,282.990,258.628,1.410,0.001,1.410,8.5372,0.49065,-0.01932,-0.11099,-0.47754,58.08
900,1,378.515,259.564,377.636,260.130,-0.879,0.566,1.045,8.5372,0.49065,-0.01932,-0.11099,-0.47754,39.34
901,0,279.373,254.781,280.933,254.743,1.560,-0.038,1.560,8.5537,0.52598,-0.02023,-0.12113,-0.51144,60.86
901,1,380.893,255.559,379.925,256.246,-0.969,0.687,1.188,8.5537,0.52598,-0.02023,-0.12113,-0.51144,41.23
902,0,278.611,247.455,280.586,247.354,1.975,-0.102,1.978,8.4441,0.56155,-0.02124,-0.13225,-0.54534,63.75
902,1,385.564,248.094,384.329,249.194,-1.234,1.099,1.653,8.4441,0.56155,-0.02124,-0.13225,-0.54534,43.40
903,0,277.635,237.386,279.958,237.407,2.323,0.021,2.323,8.2085,0.59625,-0.02189,-0.14382,-0.57823,66.90
903,1,390.195,238.313,388.791,239.886,-1.404,1.573,2.108,8.2085,0.59625,-0.02189,-0.14382,-0.57823,45.72
904,0,274.495,227.073,276.991,227.541,2.496,0.469,2.539,7.9419,0.63001,-0.02207,-0.15525,-0.61018,70.65
904,1,392.714,228.503,391.294,230.870,-1.420,2.368,2.761,7.9419,0.63001,-0.02207,-0.15525,-0.61018,48.55
905,0,267.667,219.144,270.515,219.915,2.848,0.770,2.950,7.6882,0.66278,-0.02199,-0.16613,-0.64125,74.47
905,1,392.561,220.642,390.706,223.938,-1.855,3.295,3.782,7.6882,0.66278,-0.02199,-0.16613,-0.64125,51.31
906,0,261.420,212.925,264.525,213.959,3.104,1.034,3.272,7.3445,0.68361,-0.02177,-0.17297,-0.66101,77.14
906,1,390.611,214.592,388.822,218.384,-1.789,3.792,4.193,7.3445,0.68361,-0.02177,-0.17297,-0.66101,53.05
907,0,251.562,202.525,255.269,203.876,3.707,1.351,3.946,6.7429,0.71278,-0.02107,-0.18262,-0.68867,81.34
907,1,387.766,204.194,385.896,208.788,-1.870,4.594,4.960,6.7429,0.71278,-0.02107,-0.18262,-0.68867,55.87
908,0,245.085,195.173,249.320,196.620,4.235,1.447,4.476,6.3338,0.73063,-0.02051,-0.18869,-0.70554,84.22
908,1,386.257,196.542,384.189,201.924,-2.068,5.382,5.765,6.3338,0.73063,-0.02051,-0.18869,-0.70554,57.83
909,0,233.864,181.746,238.969,183.980,5.105,2.234,5.572,5.8454,0.76307,-0.01875,-0.19966,-0.73625,90.03
909,1,384.481,183.374,382.299,190.193,-2.182,6.820,7.160,5.8454,0.76307,-0.01875,-0.19966,-0.73625,61.75
910,0,224.609,173.656,230.379,176.679,5.770,3.024,6.514,5.6223,0.78453,-0.01670,-0.20633,-0.75673,94.45
910,1,382.201,175.404,379.979,183.562,-2.222,8.158,8.456,5.6223,0.78453,-0.01670,-0.20633,-0.75673,64.73
911,0,218.794,172.206,225.190,175.395,6.395,3.189,7.146,5.8066,0.79733,-0.01532,-0.20998,-0.76904,97.23
911,1,380.687,173.597,378.697,182.637,-1.990,9.039,9.256,5.8066,0.79733,-0.01532,-0.20998,-0.76904,66.79
912,0,209.423,169.570,216.596,173.322,7.172,3.752,8.095,6.1776,0.81946,-0.01322,-0.21578,-0.79043,102.08
912,1,379.587,170.677,377.349,181.062,-2.238,10.386,10.624,6.1776,0.81946,-0.01322,-0.21578,-0.79043,70.20
913,0,207.607,168.421,215.210,172.152,7.603,3.731,8.469,6.2009,0.82445,-0.01299,-0.21709,-0.79525,103.34
913,1,379.807,169.429,377.698,179.793,-2.109,10.364,10.576,6.2009,0.82445,-0.01299,-0.21709,-0.79525,70.98
914,0,202.658,158.696,211.257,163.441,8.599,4.744,9.821,6.1806,0.84733,-0.01278,-0.22314,-0.81732,109.05
914,1,384.659,158.702,382.128,171.280,-2.531,12.578,12.830,6.1806,0.84733,-0.01278,-0.22314,-0.81732,75.33
915,0,200.704,154.970,209.644,160.265,8.939,5.295,10.390,6.1925,0.85567,-0.01271,-0.22494,-0.82548,111.49
915,1,386.547,155.439,383.800,168.670,-2.747,13.230,13.513,6.1925,0.85567,-0.01271,-0.22494,-0.82548,77.08
916,0,198.985,152.786,208.317,158.478,9.333,5.692,10.932,6.2807,0.86359,-0.01286,-0.22630,-0.83332,113.72
916,1,388.590,153.236,385.689,167.131,-2.902,13.895,14.195,6.2807,0.86359,-0.01286,-0.22630,-0.83332,78.82
917,0,193.442,151.408,203.165,157.415,9.723,6.007,11.429,6.4678,0.87761,-0.01273,-0.22776,-0.84744,118.12
917,1,390.267,151.731,386.672,166.817,-3.594,15.085,15.508,6.4678,0.87761,-0.01273,-0.22776,-0.84744,82.19
918,0,183.617,152.027,194.375,158.470,10.758,6.443,12.540,6.5923,0.88915,-0.01203,-0.22836,-0.85925,122.32
918,1,386.995,152.740,383.562,168.454,-3.433,15.714,16.085,6.5923,0.88915,-0.01203,-0.22836,-0.85925,84.81
919,0,179.485,153.441,190.708,159.807,11.223,6.366,12.903,6.7658,0.89414,-0.01173,-0.22892,-0.86425,124.14
919,1,385.771,153.738,382.374,169.726,-3.397,15.988,16.344,6.7658,0.89414,-0.01173,-0.22892,-0.86425,85.97
920,0,175.538,151.602,187.162,158.099,11.625,6.496,13.317,6.8506,0.90056,-0.01137,-0.23065,-0.87045,126.35
920,1,385.605,152.116,382.035,168.417,-3.571,16.301,16.688,6.8506,0.90056,-0.01137,-0.23065,-0.87045,87.39
921,0,173.634,147.674,185.655,154.556,12.021,6.881,13.851,6.7556,0.90422,-0.01123,-0.23214,-0.87384,127.71
921,1,386.267,148.601,382.399,165.542,-3.868,16.941,17.377,6.7556,0.90422,-0.01123,-0.23214,-0.87384,88.46
922,0,172.681,142.948,185.213,150.191,12.532,7.243,14.475,6.7163,0.90908,-0.01138,-0.23431,-0.87829,129.41
922,1,388.421,143.872,384.328,161.791,-4.093,17.918,18.380,6.7163,0.90908,-0.01138,-0.23431,-0.87829,89.75
923,0,172.420,139.716,184.825,147.367,12.405,7.651,14.575,6.6691,0.91279,-0.01175,-0.23593,-0.88169,130.81
923,1,390.198,140.246,385.829,158.759,-4.369,18.513,19.021,6.6691,0.91279,-0.01175,-0.23593,-0.88169,90.83
924,0,166.574,137.471,179.560,145.353,12.986,7.883,15.191,6.4682,0.91669,-0.01182,-0.23696,-0.88546,132.80
924,1,387.507,137.202,383.111,156.512,-4.396,19.310,19.804,6.4682,0.91669,-0.01182,-0.23696,-0.88546,92.04
925,0,165.570,137.709,178.679,145.702,13.109,7.994,15.354,6.4782,0.91767,-0.01188,-0.23696,-0.88647,133.16
925,1,386.977,137.316,382.831,156.606,-4.146,19.290,19.731,6.4782,0.91767,-0.01188,-0.23696,-0.88647,92.38
926,0,165.527,137.916,178.737,145.911,13.210,7.995,15.441,6.4938,0.91812,-0.01199,-0.23692,-0.88694,133.36
926,1,387.347,137.378,383.129,156.667,-4.218,19.289,19.745,6.4938,0.91812,-0.01199,-0.23692,-0.88694,92.43
927,0,166.166,138.631,179.560,146.490,13.394,7.858,15.529,6.5365,0.91900,-0.01238,-0.23664,-0.88792,133.69
927,1,388.568,137.667,384.377,156.911,-4.191,19.244,19.695,6.5365,0.91900,-0.01238,-0.23664,-0.88792,92.70
928,0,166.696,139.796,179.970,147.750,13.273,7.954,15.474,6.5543,0.91932,-0.01365,-0.23607,-0.88838,134.10
928,1,389.614,138.699,385.013,157.966,-4.601,19.268,19.810,6.5543,0.91932,-0.01365,-0.23607,-0.88838,92.85
929,0,165.730,140.598,178.804,148.382,13.074,7.783,15.216,6.4523,0.91894,-0.01545,-0.23579,-0.88805,134.16
929,1,388.618,139.449,383.895,158.398,-4.723,18.950,19.529,6.4523,0.91894,-0.01545,-0.23579,-0.88805,92.53
930,0,164.703,140.639,177.749,148.141,13.046,7.502,15.049,6.2171,0.91816,-0.01912,-0.23559,-0.88722,134.44
930,1,388.335,138.733,382.798,157.758,-5.537,19.025,19.815,6.2171,0.91816,-0.01912,-0.23559,-0.88722,92.16
931,0,167.612,138.707,180.027,146.390,12.415,7.683,14.600,5.8991,0.91739,-0.02482,-0.23565,-0.88626,134.61
931,1,391.468,136.001,384.796,155.101,-6.672,19.099,20.231,5.8991,0.91739,-0.02482,-0.23565,-0.88626,91.74
932,0,172.547,138.795,184.401,146.657,11.853,7.862,14.224,5.8684,0.91671,-0.03046,-0.23558,-0.88540,134.54
932,1,396.300,135.726,388.497,154.915,-7.802,19.189,20.715,5.8684,0.91671,-0.03046,-0.23558,-0.88540,91.39
933,0,176.317,139.912,187.804,147.736,11.487,7.823,13.898,5.9274,0.91628,-0.03483,-0.23530,-0.88487,134.47
933,1,399.705,136.670,391.354,155.792,-8.350,19.122,20.866,5.9274,0.91628,-0.03483,-0.23530,-0.88487,91.23
934,0,184.434,141.525,195.051,149.022,10.616,7.497,12.997,5.9909,0.91543,-0.04404,-0.23472,-0.88373,134.32
934,1,407.648,138.403,397.394,157.099,-10.255,18.696,21.324,5.9909,0.91543,-0.04404,-0.23472,-0.88373,90.57
935,0,191.294,141.155,201.049,148.757,9.755,7.602,12.367,5.9490,0.91508,-0.05134,-0.23433,-0.88307,134.33
935,1,414.408,138.568,402.529,157.201,-11.879,18.633,22.098,5.9490,0.91508,-0.05134,-0.23433,-0.88307,90.06
936,0,195.917,141.406,205.310,148.952,9.393,7.547,12.049,5.9584,0.91486,-0.05642,-0.23401,-0.88263,134.26
936,1,418.966,138.848,406.133,157.493,-12.832,18.645,22.634,5.9584,0.91486,-0.05642,-0.23401,-0.88263,89.90
937,0,207.097,141.511,215.291,149.038,8.194,7.527,11.127,5.9450,0.91464,-0.06735,-0.23326,-0.88183,134.05
937,1,429.567,139.194,414.669,157.620,-14.897,18.426,23.695,5.9450,0.91464,-0.06735,-0.23326,-0.88183,89.31
938,0,217.025,141.547,224.298,148.840,7.274,7.293,10.300,5.9014,0.91460,-0.07585,-0.23267,-0.88125,133.87
938,1,439.315,139.542,422.446,157.658,-16.869,18.115,24.753,5.9014,0.91460,-0.07585,-0.23267,-0.88125,88.86
939,0,227.455,140.729,233.750,148.236,6.295,7.506,9.797,5.8228,0.91469,-0.08462,-0.23209,-0.88070,133.62
939,1,449.339,139.548,430.610,157.555,-18.729,18.007,25.981,5.8228,0.91469,-0.08462,-0.23209,-0.88070,88.56
940,0,238.021,141.586,243.376,148.834,5.356,7.248,9.012,5.8826,0.91500,-0.09377,-0.23152,-0.88025,133.49
940,1,459.410,140.753,438.832,158.653,-20.578,17.899,27.273,5.8826,0.91500,-0.09377,-0.23152,-0.88025,88.30
941,0,249.763,141.510,253.931,148.743,4.168,7.233,8.347,5.9890,0.91598,-0.10631,-0.23096,-0.87998,133.43
941,1,470.612,141.356,447.629,158.903,-22.983,17.547,28.916,5.9890,0.91598,-0.10631,-0.23096,-0.87998,87.58
942,0,257.635,140.670,260.836,147.942,3.201,7.272,7.946,6.1102,0.91690,-0.11582,-0.23087,-0.87976,133.30
942,1,477.811,140.588,453.125,158.033,-24.686,17.445,30.228,6.1102,0.91690,-0.11582,-0.23087,-0.87976,87.02
943,0,265.484,140.898,267.537,148.230,2.054,7.332,7.614,6.3830,0.91782,-0.12539,-0.23070,-0.87946,132.94
943,1,484.601,140.868,458.158,158.316,-26.443,17.448,31.681,6.3830,0.91782,-0.12539,-0.23070,-0.87946,86.36
944,0,276.890,141.506,277.723,148.392,0.833,6.885,6.936,6.7508,0.91916,-0.13847,-0.23069,-0.87890,132.31
944,1,494.601,141.696,465.807,158.903,-28.793,17.206,33.543,6.7508,0.91916,-0.13847,-0.23069,-0.87890,85.30
945,0,284.488,140.730,284.092,147.830,-0.396,7.100,7.111,7.0786,0.92024,-0.14826,-0.23069,-0.87843,131.88
945,1,500.578,142.390,470.060,159.216,-30.518,16.827,34.849,7.0786,0.92024,-0.14826,-0.23069,-0.87843,84.32
946,0,289.579,138.403,288.251,145.533,-1.327,7.130,7.252,7.4996,0.92142,-0.15796,-0.23101,-0.87789,131.34
946,1,503.838,141.547,471.915,158.243,-31.923,16.696,36.026,7.4996,0.92142,-0.15796,-0.23101,-0.87789,83.04
947,0,290.882,137.360,289.248,144.457,-1.634,7.097,7.283,7.6750,0.92186,-0.16115,-0.23125,-0.87771,131.09
947,1,504.590,140.843,472.108,157.697,-32.481,16.854,36.594,7.6750,0.92186,-0.16115,-0.23125,-0.87771,82.64
948,0,293.528,133.536,290.865,140.926,-2.663,7.390,7.855,8.3441,0.92345,-0.17045,-0.23206,-0.87741,130.42
948,1,504.902,138.942,471.357,155.725,-33.545,16.783,37.509,8.3441,0.92345,-0.17045,-0.23206,-0.87741,81.29
949,0,293.349,129.724,289.893,137.441,-3.455,7.717,8.456,9.2749,0.92522,-0.17908,-0.23294,-0.87732,129.89
949,1,502.563,136.948,468.061,153.642,-34.503,16.695,38.329,9.2749,0.92522,-0.17908,-0.23294,-0.87732,79.78
950,0,292.549,126.778,288.427,134.704,-4.122,7.926,8.934,10.2594,0.92690,-0.18684,-0.23363,-0.87730,129.31
950,1,499.582,135.609,464.394,152.228,-35.188,16.619,38.915,10.2594,0.92690,-0.18684,-0.23363,-0.87730,78.34
951,0,291.959,124.321,287.059,132.085,-4.900,7.764,9.181,11.5046,0.92899,-0.19642,-0.23434,-0.87723,128.36
951,1,496.385,134.463,460.225,150.803,-36.159,16.340,39.680,11.5046,0.92899,-0.19642,-0.23434,-0.87723,76.54
952,0,290.574,121.451,285.042,129.500,-5.532,8.049,9.767,12.4002,0.93055,-0.20244,-0.23493,-0.87736,127.88
952,1,492.998,132.586,456.501,149.030,-36.496,16.444,40.030,12.4002,0.93055,-0.20244,-0.23493,-0.87736,75.54
953,0,288.548,119.577,282.552,127.779,-5.996,8.203,10.161,13.2799,0.93213,-0.20743,-0.23558,-0.87769,127.58
953,1,489.497,131.783,452.583,148.217,-36.915,16.434,40.408,13.2799,0.93213,-0.20743,-0.23558,-0.87769,74.55
954,0,286.406,116.945,280.082,125.137,-6.324,8.192,10.349,14.0397,0.93369,-0.21162,-0.23650,-0.87811,127.20
954,1,485.960,130.211,449.031,146.333,-36.929,16.122,40.295,14.0397,0.93369,-0.21162,-0.23650,-0.87811,73.77
955,0,285.687,112.536,279.494,120.734,-6.193,8.198,10.275,14.4620,0.93495,-0.21499,-0.23772,-0.87829,127.16
955,1,484.667,126.458,447.665,142.718,-37.002,16.260,40.417,14.4620,0.93495,-0.21499,-0.23772,-0.87829,73.38
956,0,287.432,110.067,280.805,118.516,-6.627,8.449,10.738,14.7710,0.93600,-0.21847,-0.23879,-0.87826,126.80
956,1,485.367,124.754,447.924,141.315,-37.443,16.561,40.942,14.7710,0.93600,-0.21847,-0.23879,-0.87826,72.97
957,0,287.744,110.780,281.270,119.304,-6.474,8.524,10.704,14.9212,0.93633,-0.21965,-0.23908,-0.87824,126.72
957,1,485.444,126.085,447.904,142.406,-37.541,16.321,40.935,14.9212,0.93633,-0.21965,-0.23908,-0.87824,72.68
958,0,288.683,110.606,282.020,118.906,-6.664,8.299,10.644,15.1369,0.93689,-0.22150,-0.23977,-0.87818,126.45
958,1,485.566,126.670,447.937,142.866,-37.629,16.196,40.967,15.1369,0.93689,-0.22150,-0.23977,-0.87818,72.36
959,0,289.617,109.615,282.761,117.996,-6.856,8.382,10.828,15.1827,0.93722,-0.22235,-0.24010,-0.87823,126.29
959,1,485.901,126.487,448.411,142.470,-37.490,15.983,40.755,15.1827,0.93722,-0.22235,-0.24010,-0.87823,72.33
960,0,290.353,108.907,283.374,117.380,-6.978,8.473,10.977,15.2215,0.93750,-0.22300,-0.24042,-0.87828,126.22
960,1,486.536,126.279,448.812,142.273,-37.724,15.994,40.974,15.2215,0.93750,-0.22300,-0.24042,-0.87828,72.27
961,0,291.759,108.635,284.812,117.171,-6.947,8.536,11.005,15.2485,0.93803,-0.22417,-0.24092,-0.87841,126.20
961,1,487.715,126.407,449.896,142.332,-37.819,15.925,41.035,15.2485,0.93803,-0.22417,-0.24092,-0.87841,72.22
962,0,292.941,108.568,285.838,117.013,-7.103,8.445,11.035,15.2182,0.93812,-0.22489,-0.24115,-0.87826,125.98
962,1,488.745,125.781,450.689,142.007,-38.056,16.226,41.371,15.2182,0.93812,-0.22489,-0.24115,-0.87826,72.12
963,0,295.543,107.282,288.226,115.806,-7.317,8.524,11.234,15.0902,0.93816,-0.22641,-0.24164,-0.87778,125.56
963,1,490.741,123.798,452.637,140.315,-38.104,16.517,41.530,15.0902,0.93816,-0.22641,-0.24164,-0.87778,72.02
964,0,297.426,107.340,290.060,115.940,-7.367,8.600,11.324,14.9936,0.93804,-0.22735,-0.24184,-0.87736,125.40
964,1,492.408,123.537,454.105,140.131,-38.303,16.593,41.743,14.9936,0.93804,-0.22735,-0.24184,-0.87736,72.05
965,0,299.424,107.557,291.797,116.085,-7.626,8.528,11.441,14.9029,0.93808,-0.22814,-0.24195,-0.87716,125.19
965,1,493.907,123.637,455.576,140.099,-38.331,16.462,41.717,14.9029,0.93808,-0.22814,-0.24195,-0.87716,72.01
966,0,301.561,106.795,293.869,115.494,-7.692,8.699,11.612,14.7661,0.93817,-0.22894,-0.24210,-0.87701,125.05
966,1,495.937,122.821,457.436,139.445,-38.501,16.624,41.937,14.7661,0.93817,-0.22894,-0.24210,-0.87701,72.02
967,0,304.270,106.312,296.662,114.785,-7.609,8.473,11.388,14.5627,0.93837,-0.22987,-0.24226,-0.87693,124.89
967,1,498.731,121.937,460.051,138.579,-38.679,16.642,42.107,14.5627,0.93837,-0.22987,-0.24226,-0.87693,72.09
968,0,306.902,106.405,299.357,114.857,-7.546,8.452,11.330,14.3626,0.93825,-0.23067,-0.24229,-0.87659,124.73
968,1,501.463,121.724,462.485,138.429,-38.978,16.706,42.407,14.3626,0.93825,-0.23067,-0.24229,-0.87659,72.19
969,0,308.922,106.808,301.085,115.377,-7.837,8.569,11.612,14.2545,0.93805,-0.23128,-0.24232,-0.87620,124.55
969,1,502.864,122.382,463.934,138.787,-38.930,16.405,42.245,14.2545,0.93805,-0.23128,-0.24232,-0.87620,72.15
970,0,310.882,107.579,303.069,116.026,-7.813,8.447,11.506,14.1477,0.93782,-0.23208,-0.24239,-0.87572,124.35
970,1,504.633,122.684,465.549,139.296,-39.083,16.612,42.467,14.1477,0.93782,-0.23208,-0.24239,-0.87572,72.08
971,0,311.904,106.747,304.068,115.273,-7.835,8.526,11.580,14.0850,0.93787,-0.23263,-0.24259,-0.87558,124.26
971,1,505.696,121.822,466.427,138.475,-39.268,16.653,42.653,14.0850,0.93787,-0.23263,-0.24259,-0.87558,72.01
972,0,312.644,105.611,304.538,114.249,-8.106,8.638,11.845,14.0538,0.93803,-0.23293,-0.24290,-0.87558,124.32
972,1,506.352,120.710,466.884,137.501,-39.469,16.791,42.892,14.0538,0.93803,-0.23293,-0.24290,-0.87558,72.08
973,0,312.547,105.350,304.292,113.821,-8.255,8.471,11.828,14.0811,0.93805,-0.23296,-0.24304,-0.87555,124.12
973,1,505.860,120.547,466.621,137.196,-39.240,16.649,42.626,14.0811,0.93805,-0.23296,-0.24304,-0.87555,72.12
974,0,312.243,104.663,304.139,113.335,-8.104,8.672,11.869,14.1104,0.93803,-0.23306,-0.24322,-0.87546,124.17
974,1,505.653,120.303,466.397,136.902,-39.255,16.599,42.620,14.1104,0.93803,-0.23306,-0.24322,-0.87546,71.99
975,0,311.800,104.568,303.961,113.105,-7.839,8.537,11.590,14.1345,0.93789,-0.23309,-0.24339,-0.87525,124.25
975,1,505.449,120.238,466.128,136.826,-39.321,16.588,42.677,14.1345,0.93789,-0.23309,-0.24339,-0.87525,71.96
976,0,311.801,104.611,303.820,113.328,-7.981,8.717,11.819,14.1414,0.93773,-0.23295,-0.24351,-0.87508,124.19
976,1,505.297,120.418,465.945,137.098,-39.352,16.680,42.741,14.1414,0.93773,-0.23295,-0.24351,-0.87508,71.96
977,0,311.743,104.517,303.734,113.056,-8.009,8.540,11.708,14.1644,0.93778,-0.23298,-0.24375,-0.87506,124.10
