frame,id,green_x,green_y,red_x,red_y,dx,dy,dist,baseline_deg,baseline_m,dx_m,dy_m,dz_m,green_px
1085,1,391.654,111.611,392.615,110.732,0.960,-0.879,1.302,19.2795,0.23769,0.23442,-0.00292,-0.03923,86.52
1086,0,188.721,112.737,189.153,112.304,0.432,-0.433,0.611,19.2298,0.23767,0.23441,-0.00296,-0.03911,120.78
1086,1,391.306,111.501,392.277,110.625,0.972,-0.876,1.308,19.2298,0.23767,0.23441,-0.00296,-0.03911,86.43
1087,0,188.534,112.732,189.011,112.309,0.477,-0.423,0.637,19.2084,0.23764,0.23439,-0.00298,-0.03908,120.72
1087,1,390.912,111.578,392.133,110.693,1.221,-0.885,1.508,19.2084,0.23764,0.23439,-0.00298,-0.03908,86.48
1088,0,188.534,112.611,188.948,111.896,0.414,-0.715,0.826,19.2047,0.23758,0.23432,-0.00311,-0.03909,120.73
1088,1,391.208,110.979,392.141,110.197,0.932,-0.782,1.217,19.2047,0.23758,0.23432,-0.00311,-0.03909,86.44
1089,0,188.574,111.733,188.984,111.308,0.410,-0.425,0.591,19.2032,0.23747,0.23421,-0.00327,-0.03906,120.83
1089,1,391.260,110.505,392.250,109.554,0.991,-0.951,1.373,19.2032,0.23747,0.23421,-0.00327,-0.03906,86.46
1090,0,188.607,111.481,189.070,110.802,0.464,-0.678,0.822,19.2056,0.23739,0.23413,-0.00348,-0.03909,120.87
1090,1,391.463,109.828,392.417,109.116,0.953,-0.712,1.190,19.2056,0.23739,0.23413,-0.00348,-0.03909,86.51
1091,0,188.578,110.390,188.993,109.674,0.414,-0.716,0.827,19.2039,0.23733,0.23405,-0.00379,-0.03917,120.94
1091,1,391.496,108.848,392.509,108.026,1.013,-0.822,1.304,19.2039,0.23733,0.23405,-0.00379,-0.03917,86.53
1092,0,188.329,109.324,188.660,108.589,0.331,-0.735,0.806,19.1846,0.23721,0.23389,-0.00415,-0.03933,121.07
1092,1,391.478,107.632,392.427,106.806,0.949,-0.826,1.258,19.1846,0.23721,0.23389,-0.00415,-0.03933,86.73
1093,0,188.355,109.123,188.364,109.147,0.008,0.025,0.026,0.0560,0.00034,-0.00026,-0.00022,-0.00007,121.18
1093,1,391.537,107.488,391.552,107.215,0.014,-0.273,0.273,0.0560,0.00034,-0.00026,-0.00022,-0.00007,86.70
1094,0,188.610,108.798,188.736,108.924,0.126,0.126,0.178,0.0685,0.00063,-0.00051,-0.00034,-0.00015,121.21
1094,1,391.801,107.218,392.005,106.888,0.204,-0.330,0.388,0.0685,0.00063,-0.00051,-0.00034,-0.00015,86.73
1095,0,188.723,108.823,188.863,108.761,0.140,-0.063,0.153,0.0791,0.00070,-0.00055,-0.00038,-0.00021,121.14
1095,1,392.185,106.852,392.174,106.721,-0.012,-0.131,0.132,0.0791,0.00070,-0.00055,-0.00038,-0.00021,86.82
1096,0,189.395,108.471,189.179,108.393,-0.215,-0.079,0.229,0.0791,0.00089,-0.00064,-0.00049,-0.00039,121.24
1096,1,392.651,106.574,392.613,106.348,-0.038,-0.227,0.230,0.0791,0.00089,-0.00064,-0.00049,-0.00039,86.82
1097,0,189.356,108.354,189.154,108.294,-0.201,-0.060,0.210,0.0685,0.00105,-0.00079,-0.00053,-0.00044,121.29
1097,1,392.654,106.576,392.647,106.324,-0.007,-0.252,0.252,0.0685,0.00105,-0.00079,-0.00053,-0.00044,86.84
1098,0,189.282,108.495,189.134,108.526,-0.148,0.031,0.152,0.0396,0.00111,-0.00089,-0.00052,-0.00041,121.27
1098,1,392.648,106.730,392.604,106.605,-0.044,-0.125,0.133,0.0396,0.00111,-0.00089,-0.00052,-0.00041,86.96
1099,0,189.547,108.734,189.469,108.827,-0.077,0.093,0.121,0.0396,0.00119,-0.00095,-0.00056,-0.00046,121.32
1099,1,392.905,106.977,392.918,106.865,0.013,-0.112,0.112,0.0396,0.00119,-0.00095,-0.00056,-0.00046,86.86
1100,0,189.746,107.960,189.653,108.084,-0.093,0.124,0.155,0.0969,0.00147,-0.00111,-0.00073,-0.00062,121.34
1100,1,393.508,106.193,393.280,105.949,-0.228,-0.244,0.334,0.0969,0.00147,-0.00111,-0.00073,-0.00062,86.91
1101,0,189.286,106.416,189.058,106.363,-0.228,-0.053,0.234,0.1813,0.00187,-0.00122,-0.00116,-0.00083,121.53
1101,1,393.202,104.486,393.024,104.230,-0.178,-0.256,0.312,0.1813,0.00187,-0.00122,-0.00116,-0.00083,86.98
1102,0,188.766,105.838,188.794,106.075,0.027,0.237,0.238,0.1978,0.00207,-0.00122,-0.00138,-0.00096,121.68
1102,1,392.896,103.940,392.873,103.867,-0.023,-0.073,0.076,0.1978,0.00207,-0.00122,-0.00138,-0.00096,87.11
1103,0,188.739,105.753,188.742,105.847,0.003,0.094,0.094,0.2203,0.00233,-0.00121,-0.00168,-0.00108,121.73
1103,1,392.902,103.666,392.916,103.460,0.015,-0.206,0.207,0.2203,0.00233,-0.00121,-0.00168,-0.00108,87.19
1104,0,188.609,104.993,188.467,105.102,-0.142,0.109,0.179,0.2502,0.00261,-0.00115,-0.00203,-0.00117,121.75
1104,1,392.805,102.728,392.768,102.685,-0.037,-0.043,0.057,0.2502,0.00261,-0.00115,-0.00203,-0.00117,87.27
1105,0,187.787,103.742,187.793,103.755,0.005,0.013,0.014,0.2798,0.00309,-0.00084,-0.00263,-0.00139,121.92
1105,1,392.512,101.599,392.340,101.379,-0.172,-0.220,0.279,0.2798,0.00309,-0.00084,-0.00263,-0.00139,87.29
1106,0,187.570,102.603,187.426,102.502,-0.145,-0.101,0.176,0.3380,0.00343,-0.00073,-0.00300,-0.00150,122.06
1106,1,392.374,100.489,392.161,100.174,-0.213,-0.315,0.380,0.3380,0.00343,-0.00073,-0.00300,-0.00150,87.35
1107,0,186.934,99.970,186.925,100.128,-0.009,0.158,0.158,0.4764,0.00410,-0.00063,-0.00369,-0.00168,122.30
1107,1,392.171,97.772,392.019,97.819,-0.152,0.048,0.159,0.4764,0.00410,-0.00063,-0.00369,-0.00168,87.57
1108,0,186.708,100.473,186.628,100.461,-0.080,-0.012,0.080,0.4334,0.00430,-0.00056,-0.00384,-0.00186,122.21
1108,1,391.738,98.400,391.787,98.072,0.049,-0.328,0.332,0.4334,0.00430,-0.00056,-0.00384,-0.00186,87.56
1109,0,186.459,100.549,186.347,100.452,-0.113,-0.097,0.148,0.4261,0.00437,-0.00048,-0.00390,-0.00191,122.33
1109,1,391.600,98.442,391.541,98.108,-0.058,-0.335,0.340,0.4261,0.00437,-0.00048,-0.00390,-0.00191,87.54
1110,0,186.467,100.710,186.332,100.583,-0.135,-0.127,0.185,0.3897,0.00441,-0.00033,-0.00393,-0.00196,122.35
1110,1,391.626,98.685,391.510,98.354,-0.115,-0.330,0.350,0.3897,0.00441,-0.00033,-0.00393,-0.00196,87.53
1111,0,186.602,100.860,186.520,100.843,-0.082,-0.017,0.083,0.3561,0.00437,-0.00021,-0.00386,-0.00204,122.33
1111,1,391.695,98.955,391.680,98.659,-0.016,-0.296,0.296,0.3561,0.00437,-0.00021,-0.00386,-0.00204,87.60
1112,0,186.830,101.287,186.716,100.975,-0.114,-0.312,0.332,0.3357,0.00431,-0.00006,-0.00380,-0.00202,122.19
1112,1,391.763,99.408,391.812,98.872,0.049,-0.536,0.538,0.3357,0.00431,-0.00006,-0.00380,-0.00202,87.55
1113,0,186.805,101.395,186.744,101.058,-0.061,-0.336,0.342,0.3263,0.00427,-0.00000,-0.00378,-0.00200,122.18
1113,1,391.807,99.546,391.804,99.014,-0.003,-0.533,0.533,0.3263,0.00427,-0.00000,-0.00378,-0.00200,87.51
1114,0,186.692,101.242,186.596,100.970,-0.096,-0.272,0.288,0.3380,0.00412,0.00015,-0.00370,-0.00180,122.17
1114,1,391.637,99.521,391.545,99.077,-0.093,-0.445,0.454,0.3380,0.00412,0.00015,-0.00370,-0.00180,87.52
1115,0,186.640,101.699,186.624,101.714,-0.016,0.015,0.022,0.3583,0.00350,-0.00000,-0.00335,-0.00102,121.92
1115,1,391.265,99.677,391.118,99.515,-0.147,-0.162,0.219,0.3583,0.00350,-0.00000,-0.00335,-0.00102,87.25
1116,0,186.572,102.546,186.453,102.437,-0.119,-0.109,0.161,0.4459,0.00288,-0.00022,-0.00286,0.00023,121.44
1116,1,390.411,100.318,390.275,99.961,-0.135,-0.357,0.382,0.4459,0.00288,-0.00022,-0.00286,0.00023,86.86
1117,0,186.248,103.673,186.143,103.864,-0.105,0.191,0.218,0.5595,0.00323,-0.00060,-0.00192,0.00253,120.87
1117,1,388.740,101.532,388.714,101.367,-0.025,-0.165,0.167,0.5595,0.00323,-0.00060,-0.00192,0.00253,86.19
1118,0,186.225,105.722,186.128,106.017,-0.097,0.296,0.311,0.6876,0.00624,-0.00119,-0.00048,0.00610,119.63
1118,1,386.741,103.848,386.736,103.888,-0.005,0.040,0.040,0.6876,0.00624,-0.00119,-0.00048,0.00610,85.09
1119,0,186.530,107.573,186.644,107.677,0.114,0.103,0.154,0.7823,0.00945,-0.00171,0.00081,0.00926,118.69
1119,1,385.637,105.876,385.527,105.999,-0.110,0.123,0.165,0.7823,0.00945,-0.00171,0.00081,0.00926,84.22
1120,0,188.687,111.238,188.897,111.427,0.209,0.189,0.282,0.8541,0.01575,-0.00266,0.00340,0.01515,116.69
1120,1,384.599,110.495,384.460,110.569,-0.140,0.074,0.158,0.8541,0.01575,-0.00266,0.00340,0.01515,82.61
1121,0,192.858,117.232,193.006,117.482,0.148,0.250,0.291,0.7923,0.02375,-0.00365,0.00692,0.02243,114.29
1121,1,384.439,117.112,384.360,117.284,-0.079,0.172,0.190,0.7923,0.02375,-0.00365,0.00692,0.02243,80.73
1122,0,200.843,129.378,200.913,129.734,0.070,0.356,0.363,0.7220,0.04095,-0.00577,0.01441,0.03790,109.26
1122,1,383.954,129.626,383.957,129.924,0.003,0.298,0.298,0.7220,0.04095,-0.00577,0.01441,0.03790,77.09
1123,0,210.473,141.368,210.228,141.723,-0.245,0.355,0.432,0.6703,0.06381,-0.00828,0.02354,0.05873,103.23
1123,1,383.612,142.143,383.402,142.429,-0.211,0.285,0.355,0.6703,0.06381,-0.00828,0.02354,0.05873,72.63
1124,0,214.344,145.566,214.056,146.012,-0.288,0.445,0.530,0.6453,0.07454,-0.00949,0.02757,0.06860,100.85
1124,1,383.302,146.517,383.006,146.831,-0.296,0.315,0.432,0.6453,0.07454,-0.00949,0.02757,0.06860,70.77
1125,0,218.636,148.613,218.407,149.129,-0.229,0.516,0.565,0.5637,0.08592,-0.01081,0.03170,0.07912,98.26
1125,1,383.555,149.601,383.136,150.027,-0.419,0.426,0.598,0.5637,0.08592,-0.01081,0.03170,0.07912,68.91
1126,0,228.586,150.725,228.187,151.536,-0.399,0.811,0.904,0.7672,0.11091,-0.01394,0.04002,0.10250,93.00
1126,1,384.712,151.680,384.471,152.363,-0.241,0.683,0.724,0.7672,0.11091,-0.01394,0.04002,0.10250,65.15
1127,0,235.630,151.449,235.235,151.792,-0.394,0.343,0.523,1.3859,0.13122,-0.01648,0.04642,0.12162,89.08
1127,1,385.652,151.664,385.333,152.261,-0.319,0.597,0.677,1.3859,0.13122,-0.01648,0.04642,0.12162,62.45
1128,0,238.701,149.911,238.372,150.516,-0.328,0.605,0.689,2.0051,0.14540,-0.01815,0.05086,0.13500,86.79
1128,1,384.737,150.480,384.533,150.707,-0.204,0.228,0.305,2.0051,0.14540,-0.01815,0.05086,0.13500,60.65
1129,0,243.827,148.646,243.437,149.282,-0.390,0.636,0.746,2.8481,0.16740,-0.02070,0.05795,0.15568,83.36
1129,1,384.333,148.613,383.841,149.130,-0.493,0.517,0.714,2.8481,0.16740,-0.02070,0.05795,0.15568,58.21
1130,0,248.283,148.140,247.715,148.685,-0.569,0.545,0.788,3.3070,0.18265,-0.02266,0.06269,0.17005,81.00
1130,1,384.637,148.114,384.347,148.587,-0.290,0.473,0.555,3.3070,0.18265,-0.02266,0.06269,0.17005,56.50
1131,0,254.849,147.336,254.359,147.926,-0.489,0.590,0.767,3.8986,0.20655,-0.02577,0.06983,0.19268,77.73
1131,1,385.658,147.678,385.428,148.246,-0.230,0.567,0.612,3.8986,0.20655,-0.02577,0.06983,0.19268,54.16
1132,0,263.775,146.748,263.258,147.415,-0.517,0.667,0.844,4.5657,0.23971,-0.03001,0.07933,0.22420,73.42
1132,1,387.617,147.848,387.262,148.488,-0.356,0.640,0.732,4.5657,0.23971,-0.03001,0.07933,0.22420,51.15
1133,0,271.513,144.597,270.921,145.257,-0.592,0.660,0.887,5.3904,0.27395,-0.03402,0.08901,0.25684,69.56
1133,1,388.720,146.595,388.438,147.176,-0.282,0.581,0.646,5.3904,0.27395,-0.03402,0.08901,0.25684,48.30
1134,0,279.742,143.528,279.209,144.137,-0.533,0.609,0.809,6.1610,0.30842,-0.03769,0.09929,0.28956,65.96
1134,1,391.286,145.572,390.838,146.431,-0.448,0.859,0.968,6.1610,0.30842,-0.03769,0.09929,0.28956,45.80
1135,0,283.797,144.489,283.368,145.041,-0.429,0.551,0.698,6.4113,0.32596,-0.03953,0.10480,0.30611,64.28
1135,1,392.564,146.511,392.189,147.194,-0.375,0.683,0.779,6.4113,0.32596,-0.03953,0.10480,0.30611,44.64
1136,0,289.885,142.835,289.380,143.598,-0.505,0.763,0.915,7.2368,0.36150,-0.04279,0.11620,0.33963,61.27
1136,1,393.568,144.710,393.043,145.484,-0.525,0.774,0.936,7.2368,0.36150,-0.04279,0.11620,0.33963,42.46
1137,0,291.738,143.390,291.291,144.081,-0.446,0.692,0.823,7.6186,0.38894,-0.04508,0.12525,0.36545,59.06
1137,1,391.608,145.081,391.193,145.905,-0.414,0.823,0.922,7.6186,0.38894,-0.04508,0.12525,0.36545,40.77
1138,0,293.683,145.874,293.202,146.698,-0.481,0.824,0.954,7.7298,0.41654,-0.04729,0.13450,0.39137,56.86
1138,1,389.670,147.849,389.483,148.703,-0.187,0.855,0.875,7.7298,0.41654,-0.04729,0.13450,0.39137,39.18
1139,0,295.842,146.812,295.444,147.676,-0.399,0.864,0.951,7.9965,0.44404,-0.04972,0.14367,0.41720,54.97
1139,1,388.681,149.414,388.417,150.080,-0.264,0.666,0.716,7.9965,0.44404,-0.04972,0.14367,0.41720,37.69
1140,0,299.317,147.209,298.733,147.949,-0.584,0.740,0.943,8.3546,0.47079,-0.05247,0.15281,0.44220,53.10
1140,1,388.983,149.666,388.751,150.647,-0.231,0.980,1.007,8.3546,0.47079,-0.05247,0.15281,0.44220,36.57
1141,0,304.552,148.448,304.000,149.274,-0.551,0.826,0.993,8.6397,0.49601,-0.05522,0.16199,0.46555,51.52
1141,1,391.737,150.940,391.429,151.892,-0.308,0.952,1.001,8.6397,0.49601,-0.05522,0.16199,0.46555,35.44
1142,0,309.681,150.690,309.022,151.643,-0.659,0.953,1.159,9.0144,0.53455,-0.05883,0.17668,0.50106,49.32
1142,1,393.444,152.551,392.759,153.543,-0.685,0.991,1.205,9.0144,0.53455,-0.05883,0.17668,0.50106,33.84
1143,0,309.476,151.506,308.692,152.356,-0.785,0.850,1.157,9.2087,0.55543,-0.06030,0.18470,0.52034,48.07
1143,1,391.025,152.874,390.505,153.964,-0.520,1.090,1.207,9.2087,0.55543,-0.06030,0.18470,0.52034,32.81
1144,0,308.603,151.648,308.065,152.590,-0.538,0.941,1.084,9.4224,0.57460,-0.06127,0.19209,0.53806,47.22
1144,1,388.608,153.132,388.182,154.084,-0.426,0.952,1.043,9.4224,0.57460,-0.06127,0.19209,0.53806,32.04
1145,0,308.604,151.685,308.091,152.610,-0.513,0.925,1.058,9.5602,0.58644,-0.06168,0.19656,0.54907,46.69
1145,1,387.587,153.375,387.194,154.162,-0.394,0.787,0.880,9.5602,0.58644,-0.06168,0.19656,0.54907,31.47
1146,0,308.242,150.145,307.474,150.965,-0.767,0.819,1.123,9.9817,0.60881,-0.06227,0.20465,0.56999,45.40
1146,1,385.278,151.584,384.764,152.641,-0.513,1.057,1.175,9.9817,0.60881,-0.06227,0.20465,0.56999,30.69
1147,0,307.383,150.133,306.708,151.055,-0.675,0.922,1.143,10.0893,0.62509,-0.06335,0.20991,0.58537,44.79
1147,1,383.300,151.619,382.688,152.818,-0.611,1.199,1.346,10.0893,0.62509,-0.06335,0.20991,0.58537,30.11
1148,0,307.571,153.597,306.956,154.578,-0.615,0.981,1.158,9.8039,0.65233,-0.06563,0.21762,0.61145,43.52
1148,1,381.233,155.700,380.734,156.837,-0.499,1.137,1.242,9.8039,0.65233,-0.06563,0.21762,0.61145,29.26
1149,0,308.631,156.612,307.861,157.602,-0.770,0.990,1.254,9.5180,0.66898,-0.06676,0.22195,0.62755,42.73
1149,1,380.687,159.403,380.319,160.312,-0.369,0.909,0.981,9.5180,0.66898,-0.06676,0.22195,0.62755,28.72
1150,0,309.554,159.665,308.891,160.739,-0.663,1.074,1.262,9.2221,0.68561,-0.06843,0.22610,0.64363,41.92
1150,1,380.644,162.786,380.078,163.866,-0.566,1.080,1.219,9.2221,0.68561,-0.06843,0.22610,0.64363,28.09
1151,0,310.393,163.537,309.650,164.547,-0.743,1.011,1.254,8.8482,0.70209,-0.07064,0.23032,0.65946,41.15
1151,1,380.143,166.784,379.621,167.878,-0.523,1.094,1.213,8.8482,0.70209,-0.07064,0.23032,0.65946,27.54
1152,0,310.943,167.218,310.377,168.180,-0.566,0.963,1.117,8.4765,0.71802,-0.07300,0.23421,0.67481,40.52
1152,1,379.658,170.563,379.221,171.592,-0.437,1.029,1.118,8.4765,0.71802,-0.07300,0.23421,0.67481,26.99
1153,0,312.157,170.501,311.508,171.450,-0.649,0.949,1.150,8.1779,0.73382,-0.07529,0.23816,0.69000,40.01
1153,1,379.780,174.058,379.270,175.122,-0.510,1.064,1.180,8.1779,0.73382,-0.07529,0.23816,0.69000,26.49
1154,0,312.935,174.060,312.441,175.063,-0.494,1.003,1.118,7.8275,0.74930,-0.07770,0.24192,0.70490,39.36
1154,1,379.713,177.787,379.172,178.902,-0.540,1.115,1.239,7.8275,0.74930,-0.07770,0.24192,0.70490,26.03
1155,0,314.258,177.496,313.542,178.423,-0.716,0.926,1.171,7.4729,0.76456,-0.08041,0.24557,0.71957,38.88
1155,1,379.616,181.230,379.316,182.186,-0.300,0.955,1.001,7.4729,0.76456,-0.08041,0.24557,0.71957,25.66
1156,0,315.586,178.686,314.893,179.889,-0.693,1.203,1.388,7.3021,0.77930,-0.08307,0.24856,0.73391,38.33
1156,1,380.503,182.438,379.808,183.475,-0.696,1.037,1.249,7.3021,0.77930,-0.08307,0.24856,0.73391,25.24
1157,0,317.091,179.607,316.311,180.606,-0.780,1.000,1.268,7.2184,0.79367,-0.08552,0.25124,0.74798,37.80
1157,1,380.899,183.026,380.418,184.075,-0.481,1.049,1.155,7.2184,0.79367,-0.08552,0.25124,0.74798,24.90
1158,0,317.751,179.607,317.063,180.716,-0.688,1.109,1.305,7.2073,0.80293,-0.08699,0.25290,0.75708,37.52
1158,1,381.446,183.043,380.659,184.147,-0.787,1.104,1.356,7.2073,0.80293,-0.08699,0.25290,0.75708,24.69
1159,0,318.490,179.227,317.753,180.270,-0.737,1.043,1.277,7.2678,0.82068,-0.08963,0.25629,0.77447,36.95
1159,1,380.939,182.631,380.392,183.666,-0.547,1.035,1.171,7.2678,0.82068,-0.08963,0.25629,0.77447,24.35
1160,0,318.646,178.200,317.986,179.196,-0.661,0.996,1.195,7.4042,0.83317,-0.09102,0.25865,0.78675,36.46
1160,1,380.659,181.538,379.973,182.598,-0.686,1.061,1.263,7.4042,0.83317,-0.09102,0.25865,0.78675,24.02
1161,0,318.691,178.464,317.920,179.545,-0.770,1.080,1.327,7.3973,0.84889,-0.09222,0.26203,0.80215,35.98
1161,1,379.652,181.789,379.067,183.008,-0.585,1.219,1.352,7.3973,0.84889,-0.09222,0.26203,0.80215,23.75
1162,0,317.844,178.522,317.028,179.365,-0.816,0.843,1.173,7.4372,0.86007,-0.09257,0.26452,0.81313,35.49
1162,1,378.393,181.702,377.585,182.855,-0.808,1.152,1.407,7.4372,0.86007,-0.09257,0.26452,0.81313,23.35
1163,0,315.701,175.694,314.855,176.881,-0.846,1.187,1.458,7.7185,0.87072,-0.09264,0.26673,0.82367,35.32
1163,1,375.638,179.325,374.888,180.293,-0.750,0.968,1.224,7.7185,0.87072,-0.09264,0.26673,0.82367,23.00
1164,0,312.869,174.635,312.172,175.390,-0.697,0.756,1.028,7.8637,0.88077,-0.09279,0.26818,0.83380,35.08
1164,1,372.587,177.601,371.702,178.721,-0.884,1.121,1.428,7.8637,0.88077,-0.09279,0.26818,0.83380,22.97
1165,0,310.530,176.763,309.705,177.810,-0.825,1.047,1.333,7.5650,0.88905,-0.09238,0.26941,0.84220,34.77
1165,1,369.607,180.008,368.760,181.117,-0.847,1.109,1.395,7.5650,0.88905,-0.09238,0.26941,0.84220,22.75
1166,0,308.980,177.672,308.166,178.539,-0.814,0.867,1.189,7.4733,0.89627,-0.09145,0.27026,0.84964,34.44
1166,1,367.567,180.731,366.834,181.888,-0.734,1.158,1.371,7.4733,0.89627,-0.09145,0.27026,0.84964,22.59
1167,0,307.855,175.723,307.160,176.568,-0.695,0.845,1.094,7.6692,0.90287,-0.09035,0.27039,0.85668,34.29
1167,1,366.306,178.713,365.521,179.920,-0.784,1.207,1.440,7.6692,0.90287,-0.09035,0.27039,0.85668,22.37
1168,0,307.252,174.539,306.355,175.362,-0.897,0.823,1.217,7.7783,0.90922,-0.08909,0.27076,0.86338,34.13
1168,1,364.977,177.578,364.419,178.684,-0.558,1.105,1.238,7.7783,0.90922,-0.08909,0.27076,0.86338,22.44
1169,0,305.759,175.520,304.915,176.468,-0.844,0.948,1.269,7.6259,0.91511,-0.08764,0.27117,0.86960,34.04
1169,1,363.570,178.537,362.663,179.771,-0.908,1.233,1.531,7.6259,0.91511,-0.08764,0.27117,0.86960,22.24
1170,0,304.286,175.693,303.267,176.889,-1.019,1.195,1.570,7.5720,0.92091,-0.08609,0.27179,0.87567,33.80
1170,1,361.648,178.912,360.718,180.191,-0.930,1.279,1.582,7.5720,0.92091,-0.08609,0.27179,0.87567,21.96
1171,0,303.742,175.716,302.887,176.721,-0.855,1.005,1.320,7.5873,0.92279,-0.08561,0.27199,0.87763,33.76
1171,1,360.945,178.721,360.248,180.014,-0.697,1.293,1.469,7.5873,0.92279,-0.08561,0.27199,0.87763,22.17
1172,0,302.787,175.395,301.925,176.422,-0.862,1.026,1.341,7.6117,0.93227,-0.08374,0.27357,0.88729,33.40
1172,1,359.611,178.445,358.846,179.638,-0.765,1.192,1.417,7.6117,0.93227,-0.08374,0.27357,0.88729,21.74
1173,0,301.770,178.667,300.921,179.759,-0.848,1.093,1.383,7.2399,0.93707,-0.08268,0.27482,0.89204,33.27
1173,1,358.394,181.608,357.565,182.952,-0.829,1.344,1.579,7.2399,0.93707,-0.08268,0.27482,0.89204,21.70
1174,0,301.320,181.467,300.364,182.580,-0.956,1.113,1.467,6.9269,0.93998,-0.08213,0.27573,0.89487,33.13
1174,1,357.772,184.458,356.831,185.756,-0.941,1.299,1.604,6.9269,0.93998,-0.08213,0.27573,0.89487,21.48
1175,0,300.566,183.977,299.637,185.276,-0.929,1.299,1.597,6.6440,0.94383,-0.08122,0.27700,0.89861,32.99
1175,1,356.686,187.151,355.888,188.460,-0.798,1.309,1.533,6.6440,0.94383,-0.08122,0.27700,0.89861,21.58
1176,0,300.470,185.260,299.424,186.169,-1.046,0.909,1.386,6.5520,0.94646,-0.08062,0.27767,0.90122,32.87
1176,1,356.400,188.225,355.541,189.374,-0.859,1.149,1.435,6.5520,0.94646,-0.08062,0.27767,0.90122,21.55
1177,0,300.674,186.368,299.718,187.314,-0.956,0.946,1.345,6.4307,0.94988,-0.07992,0.27864,0.90457,32.81
1177,1,356.462,189.398,355.663,190.558,-0.800,1.160,1.409,6.4307,0.94988,-0.07992,0.27864,0.90457,21.49
1178,0,301.430,187.681,300.326,188.657,-1.104,0.976,1.473,6.2767,0.95373,-0.07966,0.27979,0.90827,32.74
1178,1,356.700,190.634,356.087,191.883,-0.614,1.249,1.391,6.2767,0.95373,-0.07966,0.27979,0.90827,21.40
1179,0,301.475,188.503,300.475,189.396,-1.000,0.892,1.341,6.1885,0.95603,-0.07947,0.28052,0.91049,32.63
1179,1,356.800,191.366,356.129,192.571,-0.671,1.205,1.379,6.1885,0.95603,-0.07947,0.28052,0.91049,21.44
1180,0,301.422,189.315,300.367,190.259,-1.055,0.944,1.416,6.0920,0.95729,-0.07940,0.28101,0.91167,32.59
1180,1,356.730,192.250,355.958,193.397,-0.772,1.147,1.383,6.0920,0.95729,-0.07940,0.28101,0.91167,21.35
1181,0,301.419,191.005,300.309,191.988,-1.110,0.983,1.483,5.9430,0.95895,-0.07942,0.28267,0.91289,32.54
1181,1,356.746,193.698,355.814,195.111,-0.933,1.413,1.693,5.9430,0.95895,-0.07942,0.28267,0.91289,21.29
1182,0,301.445,191.251,300.364,192.099,-1.081,0.848,1.374,5.9433,0.95916,-0.07945,0.28303,0.91300,32.52
1182,1,356.809,193.865,355.860,195.229,-0.949,1.364,1.662,5.9433,0.95916,-0.07945,0.28303,0.91300,21.26
1183,0,302.589,191.693,301.456,192.668,-1.133,0.975,1.495,5.9003,0.95943,-0.07936,0.28399,0.91299,32.54
1183,1,357.727,194.508,356.937,195.835,-0.790,1.327,1.544,5.9003,0.95943,-0.07936,0.28399,0.91299,21.39
1184,0,303.670,192.651,302.618,193.668,-1.052,1.017,1.463,5.8056,0.95993,-0.07929,0.28492,0.91324,32.51
1184,1,358.705,195.624,358.069,196.870,-0.636,1.246,1.399,5.8056,0.95993,-0.07929,0.28492,0.91324,21.37
1185,0,303.655,193.182,302.615,194.133,-1.040,0.952,1.410,5.7773,0.96004,-0.07918,0.28547,0.91319,32.49
1185,1,358.685,196.264,358.056,197.359,-0.630,1.096,1.264,5.7773,0.96004,-0.07918,0.28547,0.91319,21.32
1186,0,303.117,193.754,301.938,194.622,-1.179,0.868,1.464,5.7622,0.96039,-0.07916,0.28629,0.91330,32.49
1186,1,358.230,196.557,357.360,197.853,-0.870,1.296,1.561,5.7622,0.96039,-0.07916,0.28629,0.91330,21.26
1187,0,302.883,193.444,301.921,194.377,-0.961,0.933,1.340,5.8096,0.96047,-0.07904,0.28706,0.91315,32.43
1187,1,357.972,196.375,357.348,197.565,-0.624,1.190,1.343,5.8096,0.96047,-0.07904,0.28706,0.91315,21.19
1188,0,303.770,193.339,302.796,194.340,-0.974,1.000,1.396,5.8118,0.96091,-0.07907,0.28748,0.91348,32.43
1188,1,358.903,196.335,358.209,197.515,-0.694,1.179,1.368,5.8118,0.96091,-0.07907,0.28748,0.91348,21.19
1189,0,304.431,193.296,303.321,194.285,-1.111,0.989,1.487,5.8168,0.96088,-0.07907,0.28763,0.91341,32.50
1189,1,359.798,196.181,358.738,197.458,-1.060,1.277,1.660,5.8168,0.96088,-0.07907,0.28763,0.91341,21.16
1190,0,304.755,192.021,303.731,193.228,-1.024,1.207,1.583,5.9280,0.96100,-0.07911,0.28765,0.91352,32.50
1190,1,360.111,194.992,359.161,196.360,-0.950,1.367,1.665,5.9280,0.96100,-0.07911,0.28765,0.91352,21.06
1191,0,304.779,191.718,303.571,192.653,-1.208,0.934,1.527,5.9966,0.96087,-0.07898,0.28766,0.91339,32.43
1191,1,359.758,194.486,359.012,195.775,-0.746,1.290,1.490,5.9966,0.96087,-0.07898,0.28766,0.91339,21.36
1192,0,303.812,191.321,302.946,192.385,-0.866,1.064,1.372,6.0307,0.96119,-0.07889,0.28767,0.91374,32.51
1192,1,359.441,194.086,358.374,195.494,-1.067,1.408,1.766,6.0307,0.96119,-0.07889,0.28767,0.91374,21.10
